,AGR,ALE,ATO,AVA,AWK,CNP,CWEN,DTE,DUK,EIX,ES,ETR,EVRG,EXC,HE,IDA,LNT,MDU,MGEE,MSEX,NEE,NEP,NEW,NFG,NI,NJR,NOVA,NWN,OGE,OGS,ORA,OTTR,PCG,PEG,PNM,POR,PPL,SJI,SJW,SO,SR,SWX,UGI,UTL,VST,WEC,WTRG,XEL,YORW
,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-29 00:00:00-04:00,52.54,71.39,100.19,43.34,170.74,25.82,28.96,118.18,105.68,57.22,86.39,104.35,65.37,47.33,43.83,105.51,58.91,31.97,78.5,101.22,78.16,77.56,0.7118,52.26,25.2,39.16,36.73,53.1,34.05,74.5775,70.38,51.04,9.08,63.08,48.32,49.22,28.59,25.42,68.98,64.45,71.77,70.51,46.37,53.0,19.37,94.61,49.65,68.81,48.21
2021-07-30 00:00:00-04:00,52.14,70.32,98.59,42.83,170.1,25.46,28.68,117.34,105.12,54.5,86.27,102.95,65.23,46.8,43.34,105.44,58.53,31.7,78.15,101.89,77.91,77.54,0.6915,51.41,24.76,38.52,38.19,52.29,33.75,73.74,69.75,50.81,8.79,62.23,48.31,48.85,28.38,25.16,68.92,63.87,70.94,69.95,46.01,52.91,19.14,94.14,49.12,68.25,48.25
2021-08-02 00:00:00-04:00,52.5,70.78,99.56,42.96,172.25,25.55,28.99,117.61,106.19,55.11,87.31,103.58,65.81,47.03,43.77,106.7,59.15,31.9,78.49,103.88,78.81,78.88,0.684,51.41,25.14,38.74,36.2,52.96,34.06,74.34,71.05,51.13,8.95,63.0,48.33,49.94,28.46,25.33,68.97,64.09,71.64,70.99,45.85,52.73,18.97,94.72,49.47,68.57,48.485
2021-08-03 00:00:00-04:00,52.82,71.58,99.69,44.22,175.48,25.87,29.85,118.12,106.63,55.4,87.82,104.0,66.4,47.36,43.85,106.86,59.99,32.46,79.42,106.27,79.42,79.62,0.6632,52.13,25.3,39.25,37.77,54.06,34.34,74.88,71.67,53.3,8.99,63.48,48.29,50.22,28.56,25.65,69.34,64.135,73.15,72.96,46.6,53.84,18.95,95.62,49.65,68.7,48.87
2021-08-04 00:00:00-04:00,52.6,71.4,99.21,42.76,176.47,25.7,30.09,117.79,106.68,54.86,88.16,103.73,66.24,46.77,43.52,106.15,59.93,32.35,79.49,106.72,79.88,79.83,0.6625,51.84,25.25,38.28,37.35,53.89,34.12,73.83,70.36,52.91,8.67,63.26,48.09,49.52,28.41,25.24,69.6,64.03,72.86,71.97,46.12,50.13,18.9,95.84,49.82,68.95,49.2
2021-08-05 00:00:00-04:00,52.98,72.36,101.3,43.14,179.67,26.24,30.4,119.32,107.92,55.19,89.03,106.46,67.0001,47.68,43.86,106.97,60.48,32.17,79.95,109.85,80.49,80.7825,0.659,51.96,25.44,38.82,36.98,53.48,34.47,74.51,70.18,53.98,8.3,63.9,47.94,49.78,28.87,25.09,70.86,64.78,73.22,71.92,46.99,50.21,18.27,96.47,51.15,69.24,49.91
2021-08-06 00:00:00-04:00,53.0,72.61,100.9,42.66,177.44,26.48,30.52,119.58,106.95,55.08,88.96,106.05,66.73,47.6,43.85,106.64,60.81,32.87,80.52,108.45,80.6,79.65,0.671,53.07,25.39,39.07,36.04,53.5,35.04,74.28,67.86,53.48,8.55,63.85,47.72,50.35,29.22,25.32,69.39,64.69,72.59,72.1,46.93,50.42,18.55,96.31,50.46,69.09,49.89
2021-08-09 00:00:00-04:00,53.59,71.91,101.13,42.4,177.18,26.54,30.25,119.89,106.12,55.45,88.95,106.84,66.74,47.43,43.98,106.17,60.69,32.9,79.69,105.84,80.58,79.0,0.722,53.02,25.23,38.53,37.91,52.85,35.21,74.1,66.88,53.31,8.64,63.82,47.72,50.07,29.04,24.98,68.64,64.85,71.89,71.13,47.23,50.65,18.89,96.34,49.98,69.11,48.97
2021-08-10 00:00:00-04:00,53.71,71.85,100.9,42.14,176.0,26.61,30.55,120.0,106.91,55.87,88.91,108.69,66.93,47.57,44.04,106.0,60.51,32.72,80.22,105.98,80.53,79.55,0.72,52.84,25.07,38.75,37.47,52.84,35.21,73.85,67.59,53.25,9.21,62.905,47.52,49.49,28.92,25.4,68.99,65.21,71.6,70.61,47.22,50.24,18.48,96.11,49.65,68.7,49.29
2021-08-11 00:00:00-04:00,53.95,72.01,101.14,42.21,175.55,26.81,30.86,120.18,107.15,57.13,89.93,109.01,67.55,48.22,44.48,106.28,60.83,33.21,80.63,105.58,82.37,79.23,0.6702,53.51,25.37,38.84,36.63,53.24,35.63,74.19,68.96,53.71,9.44,63.54,47.81,50.32,29.21,25.58,68.12,65.63,72.19,71.83,47.47,50.25,18.35,96.41,49.13,69.07,49.225
2021-08-12 00:00:00-04:00,54.03,71.6,100.56,41.9,177.48,26.74,30.8,119.95,105.69,57.03,89.6,108.68,67.42,48.03,44.5,106.34,60.65,32.9,80.56,106.16,82.99,79.32,0.6578,52.95,25.28,38.5,36.95,52.56,36.06,72.89,68.57,53.5,9.24,63.85,47.9,50.25,29.08,25.55,68.1,65.7,71.58,71.61,47.59,49.6,18.39,95.59,48.64,68.79,49.18
2021-08-13 00:00:00-04:00,54.44,71.14,101.5,41.76,178.99,26.9,31.17,120.3,106.0,57.0,90.43,109.875,68.13,48.35,44.73,107.4,61.07,32.98,81.26,108.87,83.45,79.84,0.6198,52.74,25.47,38.59,34.03,53.57,36.29,73.21,67.74,53.66,9.12,64.73,48.27,50.67,29.42,25.59,68.57,65.52,72.25,71.43,48.14,49.49,18.39,96.24,49.29,69.04,49.65
2021-08-16 00:00:00-04:00,54.72,70.91,101.05,42.25,181.55,26.79,30.78,120.0,107.82,57.3,90.82,110.26,68.82,48.58,45.1,107.81,61.62,32.86,81.22,108.6,83.95,79.29,0.5732,52.07,25.645,37.88,33.48,52.99,35.9,72.96,67.16,53.76,9.18,64.82,48.42,50.97,29.36,25.32,68.94,66.38,72.31,72.19,47.36,49.58,17.975,97.19,49.5601,69.76,50.11
2021-08-17 00:00:00-04:00,54.94,70.88,100.86,42.99,181.39,26.85,30.76,120.32,107.72,57.58,90.86,110.1,68.99,48.37,45.2,109.0,61.74,32.63,81.12,106.8,83.96,78.55,0.5657,52.22,25.68,37.57,31.78,52.94,35.95,73.15,67.33,53.82,9.12,64.73,48.65,51.35,29.35,25.3,69.03,66.45,71.87,72.59,47.34,50.11,18.14,97.36,49.33,69.95,50.0
2021-08-18 00:00:00-04:00,54.72,70.06,98.98,41.95,179.84,26.4,30.17,120.15,107.04,58.65,90.23,110.13,68.89,48.22,44.68,109.23,61.43,32.33,80.75,105.07,84.43,77.84,0.5499,51.14,25.48,37.34,32.31,51.94,35.66,72.13,67.08,53.2,9.12,64.0,48.6,50.92,29.18,24.87,68.0,66.02,70.4,71.54,47.12,49.61,18.01,96.46,48.86,69.33,49.83
2021-08-19 00:00:00-04:00,54.6,69.15,98.63,41.83,181.8,25.92,30.73,120.2,106.86,58.2,91.22,111.79,68.6,48.79,44.74,108.64,61.48,32.07,81.19,106.2,84.53,78.35,0.569746,50.38,25.5,37.59,31.94,51.82,35.39,72.06,67.49,53.12,8.93,64.25,48.58,51.21,29.19,24.43,68.63,66.38,69.39,71.84,46.23,49.68,17.8,96.98,48.8,70.11,50.28
2021-08-20 00:00:00-04:00,54.89,70.82,98.72,42.56,184.13,26.34,31.15,121.46,107.2,59.51,92.08,114.61,69.25,49.37,44.75,109.25,62.19,32.41,82.54,107.96,86.29,79.28,0.5546,50.65,25.7,37.65,32.46,52.32,35.88,72.57,67.19,53.7,9.28,64.95,48.98,51.65,29.73,24.71,69.35,67.32,69.61,72.14,46.63,50.09,18.13,97.57,49.13,70.6,51.51
2021-08-23 00:00:00-04:00,53.72,69.65,97.82,42.04,182.2,26.18,31.11,121.19,105.83,59.18,91.12,113.96,68.92,49.06,44.5,107.44,60.99,32.28,82.0,108.02,84.42,79.15,0.5582,50.69,25.35,37.64,34.45,51.96,35.51,72.3,67.48,53.83,9.12,64.35,48.76,51.43,29.19,24.71,68.93,66.68,69.17,70.74,46.57,49.99,18.04,95.79,48.45,69.0,51.58
2021-08-24 00:00:00-04:00,53.8,68.18,98.11,41.87,180.55,25.84,31.27,120.49,105.17,58.95,90.88,113.74,68.48,48.91,43.94,106.18,60.66,32.19,80.83,108.09,84.14,79.26,0.63205,50.37,25.17,37.45,34.44,51.99,35.42,72.64,67.99,52.94,9.26,63.82,49.56,50.99,29.23,24.51,68.55,65.73,68.62,69.23,46.31,49.76,18.44,94.44,48.72,68.29,51.23
2021-08-25 00:00:00-04:00,53.89,68.39,97.5,41.63,180.84,25.71,31.63,120.79,105.38,58.36,90.33,113.77,68.84,48.88,43.65,105.66,60.57,32.56,80.26,107.92,84.52,79.57,0.6198,50.91,25.03,37.51,35.31,51.58,35.7,72.17,68.52,53.11,9.27,64.11,49.58,50.52,29.22,24.71,68.59,65.88,67.76,69.2,46.42,49.48,19.015,94.67,48.76,68.32,51.01
2021-08-26 00:00:00-04:00,54.05,67.44,96.71,41.16,181.21,25.365,31.7,120.48,104.83,57.65,90.29,113.675,69.11,48.79,43.42,104.7,60.58,32.06,79.78,107.22,83.82,79.08,0.5761,50.34,24.78,36.71,34.83,50.46,35.5,70.83,67.85,53.43,9.12,63.8,49.65,50.31,29.07,24.06,68.48,66.14,66.17,68.12,45.91,48.67,18.49,94.38,48.66,68.3,50.09
2021-08-27 00:00:00-04:00,54.34,68.0,97.39,41.43,180.33,25.62,31.99,120.65,104.67,57.53,90.19,111.69,68.31,49.1,43.67,105.62,60.84,32.34,80.67,107.11,83.42,78.71,0.5929,51.31,24.815,37.21,35.92,51.06,35.56,71.69,69.83,54.69,9.13,64.16,49.66,50.75,29.22,24.39,68.46,65.98,66.63,69.21,46.49,49.4,18.68,94.39,48.72,68.7,50.22
2021-08-30 00:00:00-04:00,54.74,67.58,97.47,41.6,182.58,25.38,31.83,120.41,104.79,57.54,91.06,109.36,67.92,49.25,43.7,105.24,60.88,32.13,80.95,109.84,83.94,79.44,0.6012,51.61,24.765,37.13,36.54,51.35,35.48,71.71,70.3,55.14,9.01,64.25,49.6,50.89,29.17,24.44,69.16,65.75,66.7,70.05,46.53,49.28,18.85,95.02,49.98,69.03,51.11
2021-08-31 00:00:00-04:00,54.64,67.41,97.52,41.85,182.27,25.09,31.38,120.32,104.66,57.85,90.75,110.61,68.46,49.02,43.59,105.35,60.79,32.18,80.39,109.71,83.98,79.94,0.6494,51.8,24.64,37.34,36.19,51.46,35.4,71.82,71.16,54.91,9.17,63.93,49.45,51.35,29.35,24.82,69.31,65.72,66.7,70.28,46.3,49.6,19.09,94.47,49.64,68.75,51.88
2021-09-01 00:00:00-04:00,55.32,68.27,98.24,42.2,184.47,25.51,31.72,121.39,106.12,58.24,91.66,112.53,68.615,49.61,43.81,106.58,61.63,32.44,81.28,112.48,85.35,81.96,0.7086,52.13,25.2,38.02,36.9,51.98,35.72,72.79,70.82,55.42,9.215,64.72,49.61,52.11,30.04,25.01,70.615,66.48,67.51,71.71,46.84,49.97,19.155,95.89,50.41,69.75,53.06
2021-09-02 00:00:00-04:00,55.28,67.97,98.29,42.63,186.85,25.78,31.93,122.12,106.64,59.13,92.64,113.7,68.96,50.1,43.96,107.47,62.05,32.6,81.57,113.34,86.5,82.99,0.688,52.4,25.39,38.27,37.19,51.66,35.97,73.43,72.11,56.09,9.28,64.69,49.6,52.16,30.42,25.11,70.77,66.87,67.33,71.88,47.15,49.97,19.27,96.79,50.39,70.34,53.4
2021-09-03 00:00:00-04:00,54.68,67.47,97.52,42.44,185.18,25.94,31.68,120.8,105.71,58.65,92.0,112.57,68.5,49.82,43.07,107.09,61.46,32.17,80.97,112.37,85.69,81.0,0.6699,52.52,25.065,37.61,35.57,51.0,35.67,72.03,71.82,55.23,9.16,64.16,49.635,51.75,30.09,24.7,69.99,66.28,66.19,71.59,46.88,49.67,19.11,96.05,49.43,69.8,52.94
2021-09-07 00:00:00-04:00,53.2,65.69,96.11,42.33,184.04,25.8,31.3,119.29,103.21,58.63,89.74,112.49,67.24,49.51,41.95,105.92,59.75,31.61,80.82,112.25,85.04,80.2,0.6737,51.58,24.71,36.97,35.7,50.45,35.23,70.29,71.84,55.63,9.42,62.99,49.6,50.65,30.12,24.37,69.48,66.19,64.11,70.53,45.93,49.54,18.835,94.06,48.99,67.9,52.679
2021-09-08 00:00:00-04:00,53.93,66.92,97.65,42.86,188.76,26.47,31.77,121.35,105.34,59.11,91.89,114.83,68.41,50.37,42.94,108.37,61.06,31.6,82.08,115.52,86.46,79.67,0.6351,52.42,25.1,37.55,35.42,51.13,35.72,71.74,71.5,57.13,9.31,64.11,49.81,51.85,30.46,24.64,70.62,67.31,65.54,71.78,46.49,49.92,19.2,96.42,50.54,69.3,53.06
2021-09-09 00:00:00-04:00,53.45,66.43,96.2,42.34,187.55,26.57,31.7,120.57,104.63,58.66,89.81,112.92,68.19,50.24,42.72,107.35,60.71,31.27,81.04,114.395,85.84,79.4,0.614,52.13,25.04,36.85,34.98,50.03,35.51,70.74,72.15,57.59,9.35,63.34,49.65,51.42,29.79,23.97,69.48,67.18,65.28,70.46,45.54,49.57,18.9,95.99,50.13,69.27,51.55
2021-09-10 00:00:00-04:00,52.27,63.99,93.11,41.21,184.74,26.22,31.1,118.76,103.22,58.13,88.33,111.84,66.68,49.9,41.58,105.16,59.76,30.84,79.57,111.59,84.93,80.18,0.6199,51.87,24.61,36.43,35.19,49.25,35.09,68.5,70.38,57.85,9.31,62.13,49.65,50.32,29.61,23.59,67.37,66.215,63.37,68.7,44.83,48.27,18.44,94.89,48.52,67.77,50.59
2021-09-13 00:00:00-04:00,52.06,63.89,92.2,40.94,183.17,26.16,30.82,118.06,102.74,59.08,88.38,113.37,66.6,50.56,41.08,104.59,59.43,30.81,78.9,109.41,84.6,79.06,0.6235,51.57,24.71,36.51,36.53,49.11,35.15,68.11,70.93,56.45,9.83,62.32,49.74,50.27,29.54,23.63,66.59,66.32,63.74,69.36,45.05,47.7,18.59,93.69,47.79,67.11,45.27
2021-09-14 00:00:00-04:00,51.85,62.41,91.32,40.62,184.88,25.67,31.15,117.45,101.62,58.48,87.0,114.39,65.77,50.37,41.28,104.28,59.28,30.86,78.82,108.99,84.66,79.61,0.5705,50.71,24.31,36.08,35.9,48.17,34.67,66.81,71.11,55.73,9.8,62.57,49.62,50.15,29.37,23.23,66.87,65.97,62.85,69.4,43.85,46.73,18.0,93.44,47.64,66.11,46.7
2021-09-15 00:00:00-04:00,51.67,62.14,89.58,40.48,183.65,25.11,31.52,116.92,102.04,59.06,85.32,112.91,64.81,50.84,41.78,103.49,59.28,31.07,78.55,108.04,84.59,79.67,0.521,52.78,24.2,36.32,35.145,48.27,34.72,65.31,68.29,56.3,9.855,62.82,49.68,50.23,29.46,23.09,66.5,66.03,62.01,69.05,43.7,47.83,18.43,92.02,47.41,65.45,44.21
2021-09-16 00:00:00-04:00,51.1,61.53,89.73,39.9,181.69,24.64,31.46,117.56,101.41,57.56,84.86,112.41,64.56,50.19,41.35,102.51,58.66,30.38,77.85,107.3,84.0,79.51,0.5243,51.92,24.06,35.66,34.8399,47.87,34.09,64.79,66.0391,55.49,9.6641,62.62,49.52,49.5,29.11,22.98,64.91,65.38,63.04,68.77,43.46,47.12,17.9,91.57,46.82,65.01,44.97
2021-09-17 00:00:00-04:00,50.39,60.81,89.07,39.92,178.01,24.41,31.7,113.99,99.65,57.75,83.3,111.02,64.2,49.85,41.15,103.41,57.82,29.96,76.53,105.47,81.65,79.73,0.506,51.19,24.03,34.91,35.3,47.95,33.73,64.24,68.4,55.01,9.83,61.91,49.43,48.54,28.685,22.75,65.59,64.12,62.54,68.02,42.88,46.38,17.79,90.74,46.42,64.0,44.28
2021-09-20 00:00:00-04:00,50.1,60.23,89.13,39.66,179.24,24.71,31.34,113.96,99.64,57.59,83.37,109.5,64.25,49.71,40.84,103.57,57.9,29.52,75.99,106.01,81.68,78.26,0.4611,50.58,23.92,34.91,33.22,47.68,33.56,63.98,66.32,54.87,9.57,62.07,49.49,48.24,28.62,22.71,65.63,63.96,61.94,66.96,42.64,46.17,17.34,90.99,47.35,63.43,44.19
2021-09-21 00:00:00-04:00,50.17,59.9,88.8,39.24,178.39,24.93,31.21,113.37,98.92,57.72,83.52,108.01,63.87,49.01,40.81,103.0,57.51,29.41,75.96,106.75,81.89,78.43,0.4499,50.33,23.99,34.78,33.34,47.16,33.23,64.18,67.02,54.61,9.8,61.7,49.5,48.14,28.42,22.46,65.67,63.81,61.74,66.62,42.25,45.36,17.39,91.37,47.12,63.27,43.17
2021-09-22 00:00:00-04:00,50.82,59.97,88.76,39.32,177.67,24.56,31.9,113.94,98.52,58.38,82.94,106.0,62.84,49.38,41.01,104.13,57.43,29.36,75.51,106.63,81.9,79.18,0.4803,50.83,24.12,35.09,34.07,47.19,33.56,64.55,67.54,55.15,9.875,61.0,49.5,48.45,28.475,22.46,65.91,63.62,61.52,67.34,42.75,45.69,17.43,91.22,47.08,63.19,44.25
2021-09-23 00:00:00-04:00,50.87,59.41,88.13,39.06,177.83,24.78,32.03,113.72,98.38,57.61,82.48,102.61,63.33,49.66,40.87,103.73,57.25,29.48,75.59,105.16,81.27,78.51,0.4875,51.26,23.91,35.03,33.87,46.89,33.7,64.67,68.61,56.03,9.98,60.68,49.51,49.06,28.55,22.28,65.88,63.39,60.94,67.55,42.64,45.43,17.61,90.26,47.085,62.91,44.67
2021-09-24 00:00:00-04:00,50.7,59.49,88.23,39.18,176.75,25.42,31.82,113.72,98.45,57.59,82.69,100.86,63.15,49.25,41.15,103.565,57.1,29.46,75.22,104.62,80.71,78.3,0.49,51.8,24.02,34.69,32.92,46.28,33.67,63.84,68.06,56.23,9.96,60.7,49.53,48.32,28.41,21.76,65.91,63.16,61.06,67.43,42.69,45.07,17.56,90.0,47.17,63.32,44.3
2021-09-27 00:00:00-04:00,49.86,59.77,87.57,39.45,170.71,25.42,30.83,112.6,97.63,57.71,81.5,100.0,63.1,48.89,41.44,103.79,56.2,30.14,74.87,104.5,78.76,77.05,0.532,54.23,23.89,34.92,34.21,46.05,33.41,63.8,68.85,56.75,9.98,61.24,49.5,47.78,28.36,21.76,65.89,62.44,61.66,67.6,42.82,44.64,17.09,88.34,46.48,62.24,44.41
2021-09-28 00:00:00-04:00,48.62,59.17,86.68,39.2,168.2,24.941,30.43,111.43,97.06,57.12,81.07,99.26,62.53,48.19,41.32,104.4,55.81,29.99,74.0,103.63,77.28,75.25,0.56,54.27,23.85,34.84,33.04,45.73,32.94,63.29,66.89,56.01,9.74,60.37,49.4,47.46,28.22,21.52,65.62,61.94,60.84,66.71,42.19,43.56,16.765,87.77,46.3,61.41,44.16
2021-09-29 00:00:00-04:00,49.36,60.43,88.91,39.81,170.31,25.11,30.84,113.18,98.32,56.43,82.13,100.77,63.16,48.63,41.64,105.31,56.75,30.05,75.03,103.77,78.35,75.55,0.53,53.41,24.23,35.49,31.9,46.7,33.51,64.51,67.6,56.71,9.5,61.26,49.53,48.06,28.47,21.92,67.08,62.63,62.05,67.92,43.03,43.71,16.96,89.01,46.83,62.68,44.32
2021-09-30 00:00:00-04:00,48.61,59.53,88.19,39.14,168.96,24.59,30.26,111.66,97.57,55.45,81.75,99.24,62.2,48.33,40.82,103.38,55.95,29.66,73.5,102.87,78.52,75.33,0.58,52.51,24.22,34.82,32.94,46.0,32.95,63.32,66.56,56.03,9.615,60.88,49.47,46.99,27.88,21.26,66.05,61.96,61.18,66.87,42.63,42.82,17.1,88.18,46.09,62.49,43.81
2021-10-01 00:00:00-04:00,48.74,59.59,88.78,38.98,168.34,24.91,30.23,111.68,98.49,55.06,81.86,99.38,61.82,47.77,41.13,104.24,55.77,30.3,73.81,101.9,79.22,77.08,0.543,54.1,24.3,35.6,33.1,46.34,33.0,65.0,67.33,56.18,9.62,60.47,49.63,47.32,27.97,21.24,65.99,61.7522,62.08,67.69,43.41,43.34,16.85,87.6,46.25,62.48,43.85
2021-10-04 00:00:00-04:00,49.55,60.14,90.55,39.91,170.93,25.5,30.4,113.02,100.76,56.29,84.96,101.4,62.64,48.34,41.93,105.0,56.82,30.51,75.72,104.41,79.37,77.56,0.5093,55.72,24.6,36.58,31.11,47.27,33.64,67.43,68.79,57.34,9.83,61.15,49.59,48.46,28.3,22.23,67.97,62.44,63.19,66.08,44.25,44.25,17.02,89.39,46.92,63.9,44.52
2021-10-05 00:00:00-04:00,49.48,59.74,90.01,40.56,171.6,25.48,31.21,113.79,100.15,55.68,84.69,101.46,62.88,48.34,41.66,105.14,56.41,30.55,75.59,104.87,79.48,76.8,0.5063,55.72,24.385,36.61,31.74,47.09,33.4,67.26,69.21,57.51,9.89,60.85,49.48,48.42,28.26,22.28,67.64,62.06,63.35,70.42,44.11,44.7,17.36,88.88,46.83,63.31,44.455
2021-10-06 00:00:00-04:00,50.57,59.91,90.16,41.34,174.16,25.78,31.71,115.28,101.84,56.59,86.25,103.17,63.44,49.11,41.44,105.68,57.08,30.79,75.97,106.5,81.17,76.9,0.55,55.93,24.65,36.99,32.19,47.31,33.68,67.34,69.79,58.56,10.19,60.95,49.74,49.1,28.54,22.39,68.5,62.74,63.49,68.0,43.96,44.7,17.58,90.58,46.96,64.32,45.15
2021-10-07 00:00:00-04:00,50.69,59.58,89.76,40.7,172.48,25.57,32.17,115.09,100.97,57.1,86.09,103.47,62.72,48.71,41.01,103.39,56.66,30.95,75.23,105.66,80.92,77.22,0.560101,56.49,24.57,37.15,34.39,47.0,33.59,67.48,70.62,58.99,10.52,60.47,49.85,48.78,28.39,22.64,68.54,62.67,63.89,66.1,44.42,44.0,17.95,89.75,46.96,63.99,45.56
2021-10-08 00:00:00-04:00,50.81,59.86,89.94,40.39,170.79,25.54,32.32,114.15,100.53,57.13,85.42,103.19,62.01,48.36,40.58,101.71,55.96,30.83,74.38,104.34,80.22,76.06,0.565,56.78,24.43,36.98,33.88,46.82,33.05,67.72,70.19,58.29,10.7,59.9,49.59,48.75,28.36,22.55,67.81,62.55,63.72,64.37,44.2,43.29,17.9,88.79,46.35,63.19,45.82
2021-10-11 00:00:00-04:00,52.0,59.27,89.13,38.68,168.85,25.54,33.46,112.18,99.7,56.08,84.33,102.68,61.96,47.57,39.25,98.96,54.65,30.22,74.28,103.7,77.83,76.51,0.5833,56.48,24.33,37.14,35.97,46.57,32.75,68.28,68.43,56.89,10.15,59.27,49.55,47.72,28.18,22.39,68.13,61.92,63.47,64.18,44.03,42.92,17.57,87.34,46.25,62.44,46.65
2021-10-12 00:00:00-04:00,52.14,60.64,88.99,39.0,169.53,26.05,33.6,112.8,99.81,55.51,85.52,102.78,62.09,48.29,39.69,101.11,54.985,30.48,74.4,104.53,78.87,76.87,0.458,56.91,24.36,37.72,38.23,46.73,32.69,68.54,68.56,57.28,10.24,59.41,49.66,48.32,28.26,22.65,67.86,62.09,64.09,63.42,44.01,43.11,17.85,87.82,46.24,62.99,45.98
2021-10-13 00:00:00-04:00,52.46,61.37,92.2,39.4,169.4,25.9,33.88,114.0,100.7,56.41,86.24,102.56,62.7,49.08,40.02,102.43,55.45,30.46,74.31,104.98,80.19,78.25,0.5597,56.89,24.7,38.02,39.52,47.08,33.05,68.67,72.65,57.71,10.5,60.17,49.62,48.52,28.48,22.44,67.4,62.5,65.32,64.92,43.83,42.6,19.81,88.99,46.43,64.39,46.07
2021-10-14 00:00:00-04:00,53.02,62.74,93.96,40.49,171.19,26.57,33.22,115.06,101.65,56.59,87.66,103.46,63.63,50.13,41.15,103.97,56.14,30.93,75.47,106.07,81.46,78.62,0.5257,57.49,24.9,38.71,38.41,47.45,33.75,68.97,71.08,58.98,10.76,61.43,49.62,49.14,28.71,22.61,68.08,63.25,65.98,69.49,44.69,43.44,19.57,89.89,47.12,65.44,46.62
2021-10-15 00:00:00-04:00,51.04,63.75,93.0,40.84,171.37,26.74,31.25,115.03,100.34,57.35,86.4,102.25,63.29,49.828,42.43,105.2,55.77,30.97,75.31,105.44,81.67,78.47,0.5186,57.8,24.87,37.71,38.095,47.4,33.75,67.89,71.29,58.38,11.2,62.08,49.62,48.32,28.85,22.06,67.88,63.12,64.33,68.77,44.17,43.93,19.67,90.06,47.46,65.93,46.12
2021-10-18 00:00:00-04:00,50.53,62.14,91.07,39.75,170.39,26.18,31.23,113.735,99.86,57.16,85.42,101.77,63.05,49.885,41.11,102.99,55.32,30.62,74.57,105.91,81.0,78.14,0.48855,57.55,24.51,37.05,38.35,46.63,33.39,66.35,72.13,58.27,11.01,61.73,49.67,47.8,28.55,21.82,67.61,62.44,63.1,69.22,44.0,43.26,19.32,88.84,46.72,64.67,46.67
2021-10-19 00:00:00-04:00,51.57,61.29,92.89,39.19,172.68,26.15,31.83,114.49,101.15,57.54,86.16,102.07,63.65,50.33,41.38,103.54,55.67,30.88,75.55,105.35,82.02,79.78,0.48,57.64,24.63,37.6,40.4,46.92,33.61,67.04,73.14,57.91,11.17,62.46,49.7,47.68,28.89,22.42,67.84,62.97,63.22,68.31,44.66,42.96,19.205,89.87,47.09,64.94,47.11
2021-10-20 00:00:00-04:00,52.81,62.17,94.53,39.66,173.98,26.63,31.57,115.48,102.25,58.96,86.31,104.06,64.35,51.23,41.92,104.73,56.45,31.21,76.36,105.86,83.95,81.03,0.487099,58.47,24.91,38.05,39.61,47.49,34.04,68.13,70.86,59.18,11.52,63.41,49.79,48.27,29.22,22.69,68.62,63.73,64.52,67.35,44.9,43.12,19.3,91.06,47.3,65.59,47.67
2021-10-21 00:00:00-04:00,52.13,61.36,93.44,39.51,173.55,26.505,31.72,115.39,103.01,59.32,86.09,103.92,64.09,51.07,41.36,103.47,56.75,30.92,75.75,106.9,83.8,82.09,0.4755,57.76,24.9,37.8,39.91,47.04,33.81,67.52,71.19,59.6,11.63,63.08,49.75,48.41,29.01,22.94,68.39,64.15,64.08,68.28,44.31,42.73,19.11,91.21,46.61,65.63,47.815
2021-10-22 00:00:00-04:00,52.38,61.63,94.03,39.48,175.84,26.55,32.15,116.03,103.79,60.46,86.49,104.61,64.63,51.32,41.59,104.91,57.37,31.19,76.17,108.29,84.42,82.99,0.451,58.17,25.05,37.94,38.84,46.77,34.23,67.96,71.54,60.61,11.89,63.84,49.71,48.71,29.13,22.95,68.7,62.9401,64.25,69.18,44.33,42.5,19.1,91.67,46.91,65.54,47.97
2021-10-25 00:00:00-04:00,52.12,61.95,94.2,39.97,174.85,26.77,33.6,115.67,102.84,61.11,86.02,103.8,64.24,51.59,41.01,104.43,56.51,31.25,76.14,109.01,84.31,83.75,0.5628,59.19,24.98,38.08,40.33,47.13,34.25,69.04,70.13,60.93,11.67,63.95,49.76,48.79,29.0,22.81,69.33,62.83,65.13,69.43,44.67,42.0,19.5,90.39,47.04,64.67,48.8
2021-10-26 00:00:00-04:00,52.35,62.26,94.0,39.85,174.93,26.68,34.11,116.45,103.29,61.5,86.02,103.9,64.37,52.02,40.67,103.79,56.8,31.32,76.53,108.7,85.45,84.56,0.5913,58.6,24.96,38.38,39.17,46.8,34.26,68.49,71.15,61.6,11.575,64.6,49.79,48.17,29.09,22.51,69.03,63.285,65.26,69.17,44.68,41.84,19.49,90.72,47.02,64.45,48.38
