,AGR,ALE,ATO,AVA,AWK,CNP,CWEN,DTE,DUK,EIX,ES,ETR,EVRG,EXC,HE,IDA,LNT,MDU,MGEE,MSEX,NEE,NEP,NEW,NFG,NI,NJR,NOVA,NWN,OGE,OGS,ORA,OTTR,PCG,PEG,PNM,POR,PPL,SJI,SJW,SO,SR,SWX,UGI,UTL,VST,WEC,WTRG,XEL,YORW
,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-03 00:00:00-05:00,53.56,84.05,118.66,51.1,136.52,26.33,21.52,133.75,97.66,77.66,92.41,132.14,71.8,48.21,48.87,112.55,59.52,29.865,80.69,66.56,266.81,57.44,8.32,42.48,29.79,42.39,13.73,75.08,45.925,95.46,80.56,54.48,17.26,59.33,54.53,61.42,36.24,31.45,73.76,70.7,85.46,76.72,41.81,61.32,22.56,100.88,53.5,69.43,48.41
2020-02-04 00:00:00-05:00,53.12,83.27,117.37,50.75,134.9325,26.525,21.32,133.37,96.6,75.49,90.6,130.56,71.0,48.09,48.38,110.37,58.66,29.89,80.14,66.56,264.54,57.07,8.265,43.25,29.47,41.76,14.0,75.04,45.75,95.09,83.19,53.76,16.81,59.06,54.17,60.74,36.06,31.94,72.62,69.54,84.93,77.0,41.19,61.74,22.04,99.67,53.01,69.29,47.85
2020-02-05 00:00:00-05:00,52.97,83.62,118.27,51.15,135.07,26.75,21.79,134.5,97.14,77.33,90.49,130.57,71.01,48.33,48.37,110.68,58.59,31.28,80.91,67.45,266.72,56.55,7.98,44.51,29.76,42.15,13.97,74.73,45.985,95.91,86.21,54.5,16.9,59.28,54.51,60.68,36.42,32.15,73.47,69.03,86.5,77.14,41.96,62.67,21.94,100.01,53.37,69.3,48.21
2020-02-06 00:00:00-05:00,52.92,82.8,117.64,51.28,135.05,26.86,21.62,134.22,96.94,76.27,90.87,131.43,71.32,48.27,48.2,110.52,58.54,31.51,80.19,67.96,268.34,57.75,7.79,43.21,29.85,42.32,14.25,74.19,46.03,95.28,85.49,54.41,16.84,58.33,54.68,60.52,36.08,32.08,72.89,68.84,86.17,77.0,42.76,62.5,21.72,99.89,53.23,69.3,48.1
2020-02-07 00:00:00-05:00,52.64,82.04,117.58,51.14,134.43,26.72,21.575,133.59,96.24,77.01,90.59,131.95,70.88,48.2,48.13,109.62,58.34,30.99,80.39,68.16,269.54,57.33,7.92,42.64,29.8,42.48,14.14,73.7,45.95,94.5,84.53,53.98,17.35,57.71,54.49,60.65,36.02,31.58,72.52,68.38,86.16,77.19,42.3,62.68,22.3,99.75,53.21,68.71,48.35
2020-02-10 00:00:00-05:00,52.89,82.14,118.31,51.41,135.32,26.85,21.38,133.44,96.21,78.21,91.37,132.89,70.79,48.35,48.34,110.31,58.44,30.95,80.64,68.65,271.77,58.26,8.14,42.28,29.86,42.65,14.2,73.88,46.12,94.25,84.47,54.22,18.02,57.44,54.46,61.04,36.12,31.44,72.79,68.44,86.34,77.11,41.61,63.33,22.28,100.13,53.73,69.05,48.6
2020-02-11 00:00:00-05:00,52.89,82.14,119.35,51.17,135.32,27.03,21.77,134.02,96.99,78.0,91.18,132.87,70.84,49.34,48.14,110.1,58.36,30.96,80.74,67.71,272.16,58.45,8.25,42.68,29.93,42.55,14.7,74.18,45.96,94.05,84.64,54.1,17.9,57.81,55.13,61.35,36.16,31.79,72.31,68.59,85.94,77.72,41.68,63.43,22.98,100.18,53.26,68.97,48.11
2020-02-12 00:00:00-05:00,52.7,81.81,117.94,51.18,135.72,27.11,22.0,133.74,97.99,77.49,91.26,131.55,70.74,49.26,48.55,109.84,58.66,31.44,80.69,68.14,270.31,58.62,7.86,42.87,29.83,42.47,16.29,74.35,45.83,93.89,85.3,54.13,16.89,58.21,55.1,60.97,36.28,31.71,72.4,68.63,85.87,78.55,41.93,64.0,22.93,100.75,53.16,69.02,48.69
2020-02-13 00:00:00-05:00,53.59,81.24,119.5,51.67,136.95,27.17,21.99,133.56,100.15,77.37,92.53,133.28,71.55,49.57,49.74,111.19,59.38,31.66,82.0444,69.41,275.52,59.04,7.95,43.15,30.19,43.11,16.0,75.58,45.77,95.05,86.16,54.34,16.76,58.36,55.77,62.33,36.29,32.01,73.25,69.55,86.71,79.95,41.62,64.46,23.07,101.22,53.18,69.8,48.625
2020-02-14 00:00:00-05:00,53.87,81.2,120.43,52.0,139.31,27.18,22.0,134.02,101.3,77.2,93.66,134.13,72.35,49.76,50.3938,111.91,59.74,31.92,82.13,69.1,278.52,60.06,7.75,43.23,30.22,43.42,16.21,76.31,46.12,96.18,85.79,54.82,16.21,58.47,55.79,61.81,35.36,32.39,73.55,69.0,87.58,79.49,41.7,64.82,23.29,101.88,53.72,70.26,48.52
2020-02-18 00:00:00-05:00,54.89,81.37,120.585,52.12,139.53,27.08,22.25,134.65,102.02,77.1,94.81,134.95,73.92,50.39,50.3,113.16,60.17,31.77,82.36,69.45,282.11,61.2,7.77,43.64,30.21,43.69,16.24,76.9,46.04,96.67,85.84,54.42,16.08,59.02,55.79,62.36,35.91,32.29,73.41,69.41,87.62,79.47,41.27,64.82,23.36,102.89,54.14,71.16,48.64
2020-02-19 00:00:00-05:00,54.97,80.17,119.61,52.21,138.68,26.42,23.12,134.07,101.38,76.63,94.3,133.05,73.96,49.6,49.65,111.88,59.46,31.82,81.79,68.02,274.68,61.25,8.0,43.39,30.01,43.2,18.04,76.38,45.2,95.7,86.37,56.06,17.52,58.89,55.05,62.14,35.1,32.37,71.82,68.65,87.01,79.04,41.21,64.39,22.69,102.41,53.62,70.8,48.75
2020-02-20 00:00:00-05:00,55.56,79.66,119.24,51.59,137.29,25.72,23.0,133.95,101.44,77.2,95.61,131.49,73.56,49.85,49.82,111.74,59.6,32.2,81.58,67.62,277.03,61.21,7.8075,43.21,30.06,43.34,19.3,76.33,44.92,95.05,86.3,56.09,17.85,59.17,54.82,62.48,35.41,32.93,71.52,69.8,87.18,79.07,40.99,64.2,22.91,102.4,53.47,70.67,48.62
2020-02-21 00:00:00-05:00,56.03,79.84,118.73,51.21,137.8,25.26,22.87,134.96,102.42,77.6,95.96,129.94,72.9,49.72,49.74,111.94,59.14,31.87,80.97,68.335,277.71,61.02,7.96,42.97,29.87,43.17,17.865,76.64,45.04,94.16,86.23,55.43,17.93,59.96,54.52,62.36,35.63,33.2,71.75,69.0,87.01,79.15,41.27,63.66,23.43,102.5,53.08,70.82,48.55
2020-02-24 00:00:00-05:00,56.55,79.17,116.26,50.41,136.54,25.225,22.42,132.8,102.29,76.32,95.22,129.73,72.01,48.825,49.32,111.35,58.83,31.43,79.14,66.84,273.95,60.87,7.57,41.9,29.25,42.04,17.54,75.56,44.51,93.73,83.15,53.36,17.25,59.11,54.26,61.64,35.11,32.86,71.46,67.79,85.82,76.67,40.56,63.07,22.97,101.82,51.66,70.36,46.97
2020-02-25 00:00:00-05:00,56.3,77.37,113.76,49.05,133.05,24.48,21.54,128.15,99.27,75.08,93.4,126.29,70.1,47.63,48.07,108.99,58.015,30.6,77.95,64.85,270.35,59.71,7.53,39.87,28.39,40.55,17.96,74.51,43.84,90.49,79.91,52.13,17.54,57.43,53.09,60.82,34.57,32.11,69.11,66.85,83.51,73.76,39.7,62.14,22.13,100.41,50.41,68.84,46.0
2020-02-26 00:00:00-05:00,51.84,76.28,112.13,49.5,133.03,24.12,21.35,124.73,98.94,74.31,93.44,125.69,69.59,47.03,47.03,107.61,57.84,30.49,77.32,65.47,269.47,58.7,7.86,38.51,27.79,39.05,17.67,73.46,43.12,89.89,72.71,52.18,16.79,55.58,52.24,60.33,33.23,31.12,69.44,66.19,82.39,71.69,38.4,62.48,21.67,100.28,50.39,68.34,46.99
2020-02-27 00:00:00-05:00,49.78,73.15,107.25,48.565,127.75,24.16,21.26,117.97,95.0,70.27,89.49,120.75,66.99,45.12,44.87,103.37,54.95,29.19,75.67,61.91,255.72,57.86,7.8,37.41,27.31,37.3,16.73,70.31,40.48,86.17,71.68,50.27,16.33,52.87,49.48,57.64,31.0,29.32,64.35,62.89,79.74,69.07,37.17,59.0,20.59,95.56,46.29,64.82,43.26
2020-02-28 00:00:00-05:00,49.57,69.16,103.25,47.13,123.82,23.05,21.05,111.74,91.75,67.18,86.51,117.05,65.09,43.1,42.87,96.87,52.17,27.73,71.34,59.47,252.5,57.67,7.68,36.67,27.06,35.37,17.18,65.75,38.02,82.27,69.67,48.59,15.6,51.33,47.22,54.46,30.02,27.05,61.2,60.38,75.12,64.71,36.01,56.34,19.24,92.32,43.0,62.36,41.9
2020-03-02 00:00:00-05:00,52.03,74.41,107.92,49.63,130.86,23.75,21.58,116.65,96.66,70.47,93.62,124.13,69.46,45.43,45.1,102.17,55.35,29.15,74.49,64.44,268.35,59.16,7.71,38.49,28.56,37.62,20.31,66.28,39.48,86.62,72.19,49.99,15.17,53.72,49.55,57.34,31.81,28.77,63.99,63.93,79.54,68.48,37.56,58.08,20.15,97.64,45.46,65.85,45.36
2020-03-03 00:00:00-05:00,51.69,73.79,106.53,49.3,131.37,23.1,21.07,112.83,95.53,68.34,92.39,121.82,68.85,44.19,44.92,100.79,54.77,28.82,72.0,63.27,265.15,58.63,7.93,37.45,28.37,37.06,19.62,65.0,38.65,85.44,70.62,49.53,14.82,53.04,49.07,56.85,31.03,28.36,63.76,63.87,77.78,67.4,36.41,56.75,20.26,97.56,45.31,65.71,44.21
2020-03-04 00:00:00-05:00,53.91,77.1,112.92,51.92,140.28,23.82,21.81,119.32,101.67,70.15,98.51,128.35,73.07,46.81,46.88,106.58,57.86,30.52,75.54,66.29,282.2,60.18,7.6,38.76,29.86,38.8,19.71,68.97,40.03,89.17,73.24,51.25,15.12,55.59,52.09,59.52,32.19,28.99,67.64,67.78,81.27,70.58,37.79,58.95,21.03,104.22,48.45,69.2,47.0
2020-03-05 00:00:00-05:00,52.14,75.31,111.15,51.38,139.355,22.66,21.58,116.32,100.13,69.01,97.45,127.46,71.61,46.13,46.31,105.89,57.41,29.95,73.94,65.55,276.21,60.42,8.59,37.41,29.64,37.77,19.42,68.54,38.95,87.11,71.5,50.2,15.1,53.99,51.87,58.66,31.68,28.23,66.21,67.58,79.85,71.3,36.42,57.41,20.64,104.13,47.59,69.26,46.97
2020-03-06 00:00:00-05:00,51.27,76.22,111.24,52.6,141.05,21.56,22.05,116.13,99.02,67.56,96.4,124.35,69.82,45.18,46.75,107.35,57.48,29.55,74.43,67.63,271.94,58.5,8.1,38.6,29.45,38.05,18.11,69.25,37.76,88.15,70.88,50.8,14.2888,54.72,51.85,58.33,31.51,28.1,69.28,66.87,81.36,70.33,36.63,60.97,20.54,104.69,46.64,70.15,48.86
2020-03-09 00:00:00-04:00,49.91,73.71,105.09,50.47,137.11,18.02,21.45,102.54,94.58,61.76,92.61,115.39,64.5,41.91,43.32,100.71,54.14,27.03,69.0,63.82,261.15,54.1,7.3,38.18,27.68,34.99,16.82,65.61,33.7,83.25,64.12,46.6,12.58,50.76,47.25,54.6,29.09,25.76,65.39,62.13,76.88,65.87,33.61,60.85,18.44,102.36,44.05,67.89,45.62
2020-03-10 00:00:00-04:00,49.81,75.46,105.45,50.42,137.71,18.71,21.95,108.0,95.07,63.88,91.14,119.31,66.76,43.13,43.25,101.0,54.0,28.33,68.405,64.87,255.78,55.41,7.26,39.55,28.53,35.71,17.03,67.29,35.27,84.54,66.21,47.44,13.895,52.94,48.73,55.64,29.84,26.71,66.1,62.01,76.99,69.31,34.01,60.53,19.335,102.07,44.42,68.52,45.11
2020-03-11 00:00:00-04:00,47.63,69.52,102.86,48.01,129.695,17.66,21.34,104.12,90.96,59.74,87.78,111.64,62.34,39.83,42.01,95.77,51.59,26.41,65.34,58.36,241.26,53.57,7.07,37.78,27.1,33.14,15.91,63.22,34.04,80.12,62.41,45.38,12.02,48.75,45.66,54.09,29.25,25.57,61.2,58.19,73.65,61.93,32.43,58.79,17.79,97.45,40.03,66.81,40.22
2020-03-12 00:00:00-04:00,42.68,62.61,94.68,42.34,117.95,14.87,18.91,91.18,80.5,52.43,82.62,101.71,55.95,35.26,39.9,83.36,48.18,22.82,54.1,52.89,208.89,44.96,6.15,34.76,24.02,29.745,11.5,53.23,32.11,71.01,58.46,38.14,9.06,44.59,39.5,45.38,26.63,23.01,57.97,52.18,63.79,52.67,29.96,51.84,14.53,91.64,36.7,61.29,35.9
2020-03-13 00:00:00-04:00,45.79,65.01,100.63,45.0,128.29,15.55,20.04,96.39,85.7601,53.25,88.55,102.91,59.07,36.36,43.69,89.71,50.9,23.315,63.21,55.54,221.58,47.3101,6.0,36.94,25.17,32.99,11.18,58.13,33.17,78.96,63.07,41.77,10.21,44.13,41.38,48.83,27.43,24.57,62.11,53.97,66.62,58.06,32.23,55.56,15.47,99.41,38.43,66.84,40.39
2020-03-16 00:00:00-04:00,42.75,55.19,93.68,43.4,118.77,12.48,16.61,83.0625,76.585,46.16,77.17,86.75,49.47,30.51,43.92,81.65,47.59,19.63,57.3,49.38,201.34,38.69,5.79,36.58,20.94,26.76,9.02,51.63,30.62,69.37,59.76,33.1101,8.94,40.28,33.77,41.59,23.66,22.86,50.98,47.61,63.14,52.26,26.71,47.18,13.68,92.68,33.46,58.36,34.89
2020-03-17 00:00:00-04:00,50.24,67.16,108.09,51.74,138.44,14.65,19.28,88.36,86.0,51.35,87.12,99.62,57.6,35.995,49.3,94.35,52.49,19.46,70.6,60.93,221.34,45.45,5.64,41.44,24.57,31.23,9.26,66.49,30.42,84.72,68.77,41.35,9.22,43.08,36.65,48.3,25.54,27.01,64.27,56.56,77.44,59.41,27.14,54.45,12.895,102.45,40.03,64.74,43.53
2020-03-18 00:00:00-04:00,50.17,61.41,105.84,51.29,130.08,12.47,17.41,77.0,79.28,48.95,85.95,86.41,57.72,33.26,53.325,91.9,48.98,15.54,73.4,55.01,211.16,32.16,4.84,35.16,23.63,24.6,7.0,68.63,27.73,72.19,66.83,40.32,7.27,38.28,31.15,49.03,22.85,26.59,57.4,55.92,76.08,59.55,23.01,52.83,12.595,104.53,40.81,61.37,39.87
2020-03-19 00:00:00-04:00,46.48,63.64,98.51,46.55,115.09,12.23,18.41,85.43,75.02,48.7201,77.04,84.04,55.12,32.4,48.54,83.89,45.02,19.0,76.33,57.15,206.83,32.42,5.0,33.68,23.37,29.27,7.42,70.5,27.13,76.175,69.59,43.25,7.92,39.13,33.51,47.46,21.58,26.72,58.37,50.9,73.88,61.8,25.3401,51.91,14.22,90.4001,39.51,57.99,38.88
2020-03-20 00:00:00-04:00,41.6301,54.71,86.2,36.155,100.72,12.48,19.66,83.0,68.61,46.85,68.34,79.88,47.18,31.06,39.47,74.96,40.68,18.38,62.18,56.61,191.74,37.7,5.1,33.99,21.0,31.15,10.14,56.87,25.72,67.94,66.23,36.24,7.21,37.75,29.93,40.28,19.68,22.85,52.67,46.52,63.81,52.73,26.04,44.83,14.06,74.09,34.9244,50.635,37.28
2020-03-23 00:00:00-04:00,36.17,52.24,80.375,33.04,97.1,12.1,18.4298,76.8101,64.03,44.44,62.26,78.18,44.94,29.95,34.3201,74.34,39.99,17.62,57.71,55.41,181.67,33.5,4.62,33.11,20.8501,27.08,10.0,51.65,23.6701,67.62,64.5,36.97,8.13,36.87,31.22,39.73,18.59,20.12,49.5,43.23,60.19,52.31,22.92,41.94,12.92,70.89,32.6401,49.92,37.11
2020-03-24 00:00:00-04:00,37.66,56.86,88.59,37.9801,103.66,13.63,18.89,86.53,71.44,50.38,71.44,86.18,50.7,34.51,38.98,80.8,43.86,19.77,55.86,56.14,206.33,37.3001,4.7,36.16,21.93,28.21,10.89,56.25,27.07,72.2,72.19,40.82,8.86,40.79,33.74,43.31,21.24,22.11,54.73,49.02,67.25,57.67,24.33,46.12,14.61,80.04,36.51,54.05,39.66
2020-03-25 00:00:00-04:00,41.35,57.51,90.3,37.26,110.35,15.1199,18.51,92.5,74.67,53.78,71.91,89.06,51.83,34.56,38.23,83.09,44.18,19.74,54.71,53.2,210.32,38.86,4.68,34.94,22.82,29.89,11.87,57.53,29.05,71.83,66.82,39.565,9.26,40.85,34.29,43.66,22.18,23.71,52.01,50.06,67.95,61.13,24.76,46.41,14.7,80.72,38.39,55.55,37.76
2020-03-26 00:00:00-04:00,44.84,62.32,95.79,40.23,118.86,15.88,20.14,97.69,81.03,57.61,78.53,96.69,58.18,36.605,40.72,88.15,47.97,22.17,63.18,55.45,230.38,42.0,4.72,37.37,24.53,32.75,12.33,62.37,31.37,77.71,66.68,44.24,9.79,43.89,38.49,48.02,24.63,25.72,57.23,55.08,72.89,68.17,26.25,51.07,15.78,86.93,42.25,57.9,42.31
2020-03-27 00:00:00-04:00,43.38,61.94,97.23,40.87,120.44,16.3,18.88,97.34,80.21,55.47,80.98,97.21,57.47,35.5,41.74,90.02,47.77,21.78,62.0,57.46,231.95,40.12,4.41,36.065,24.75,32.9,10.89,60.05,32.01,79.19,63.05,43.32,9.63,44.47,39.6,48.25,25.42,24.85,55.89,56.02,72.97,69.0,26.01,51.75,16.39,89.22,40.42,58.77,42.53
2020-03-30 00:00:00-04:00,44.74,62.48,102.93,44.25,126.77,16.23,19.04,99.42,83.57,56.3,83.64,99.93,59.11,37.21,44.2,91.64,50.57,21.33,67.82,61.46,245.7,42.71,4.3,38.18,26.1,34.54,10.1,65.08,31.94,83.35,65.99,45.99,9.6566,44.51,39.39,51.28,25.83,26.78,59.83,58.03,76.32,71.47,26.96,53.0,16.06,91.87,42.89,62.49,46.76
2020-03-31 00:00:00-04:00,43.78,60.39,99.15,42.49,119.74,15.45,18.8,94.99,80.88,54.78,78.21,93.97,55.01,36.8,43.04,87.97,48.3,21.51,65.57,59.99,240.78,43.01,4.28,37.31,24.97,33.87,10.01,61.47,30.68,83.62,67.35,44.41,9.01,44.89,37.97,47.94,24.665,24.99,57.37,54.14,74.48,69.38,26.68,51.63,15.96,88.04,40.84,60.35,43.65
2020-04-01 00:00:00-04:00,41.17,56.85,94.62,39.44,112.82,14.1101,17.87,88.08,77.64,51.26,75.92,85.58,51.75,33.47,40.35,85.41,44.97,20.6,62.39,54.68,218.23,40.32,3.94,35.38,23.08,29.56,9.79,55.93,29.08,77.39,64.28,42.26,8.43,42.83,36.21,47.13,22.89,22.43,53.76,50.14,68.68,65.38,24.67,49.27,15.33,83.59,38.59,58.08,38.87
2020-04-02 00:00:00-04:00,42.37,56.64,97.33,41.625,117.52,14.08,17.79,89.21,79.39,51.45,79.27,88.1901,53.52,34.68,41.25,88.12,46.87,20.79,64.55,57.57,226.06,38.55,4.0,35.6,23.48,30.9,9.91,57.12,29.1,78.84,63.68,43.34,8.27,45.27,38.43,48.46,22.97,23.22,55.83,52.42,69.98,68.01,26.14,50.9,15.97,87.99,40.24,60.36,41.0
2020-04-03 00:00:00-04:00,39.9,54.41,94.25,40.61,113.44,13.43,18.34,87.13,76.03,49.37,75.06,83.36,51.8,32.74,40.0,85.395,45.16,20.2,63.66,56.91,221.7,37.78,3.75,35.55,22.49,30.89,9.03,55.71,26.53,77.93,62.62,42.9,7.94,44.36,38.09,46.34,21.76,22.66,54.92,50.27,69.65,67.92,24.95,48.69,15.84,85.25,38.49,57.95,40.35
2020-04-06 00:00:00-04:00,41.39,59.31,103.64,42.7,121.43,15.29,19.34,96.02,81.23,53.16,81.9,92.94,57.75,36.33,42.89,92.95,47.83,21.98,69.0,60.7,234.51,40.3,3.69,36.88,24.56,33.06,9.44,61.15,29.0,85.66,64.08,46.04,8.56,46.82,41.9,50.78,23.91,24.55,60.4,55.37,76.84,74.74,26.63,53.63,16.01,91.15,42.26,61.2,43.71
2020-04-07 00:00:00-04:00,41.13,58.46,98.42,40.85,118.26,15.46,19.04,97.45,80.1,53.91,79.75,93.39,57.11,35.8,42.13,90.95,48.03,22.02,66.52,58.08,228.48,39.55,4.07,37.18,24.12,33.13,10.68,59.12,29.79,82.81,62.24,43.74,8.579,47.51,42.19,49.05,24.58,24.29,56.36,55.11,74.51,72.85,27.78,51.78,16.31,87.76,40.67,59.23,40.18
2020-04-08 00:00:00-04:00,43.01,60.46,102.51,41.97,125.33,16.82,19.19,103.78,85.51,57.56,83.27,100.49,60.86,37.59,43.57,95.63,51.23,23.55,67.55,60.2,233.32,41.44,4.15,38.08,25.47,33.85,11.11,60.53,31.32,86.55,61.99,44.61,10.89,50.86,44.31,51.36,25.81,24.5,58.69,58.17,75.82,75.56,28.85,53.08,17.45,92.15,42.84,62.79,40.55
2020-04-09 00:00:00-04:00,45.92,61.73,105.19,45.28,131.76,17.8,20.0,111.26,90.33,60.26,90.04,102.81,63.1,39.15,45.57,97.85,53.14,24.69,71.33,63.08,245.5,43.78,4.3,39.23,26.58,35.75,11.77,65.17,32.48,90.86,62.6,47.44,11.98,52.94,46.52,52.63,26.7,26.56,61.87,60.34,79.26,78.11,30.05,57.5,17.78,98.14,44.6,66.26,43.05
2020-04-13 00:00:00-04:00,44.79,59.86,103.27,43.04,127.18,16.9,19.73,108.71,87.35,59.44,86.74,97.89,60.75,37.75,43.36,94.27,51.21,23.85,68.71,62.22,236.49,43.14,4.8,38.57,25.71,34.26,11.32,61.79,31.98,87.0,62.99,46.13,11.59,51.67,43.74,50.85,25.88,25.42,62.64,57.72,76.39,76.64,28.7,55.0,17.145,95.11,42.8,63.66,42.65
2020-04-14 00:00:00-04:00,46.12,60.93,108.05,44.67,133.61,17.0,19.96,108.33,90.46,59.87,91.4,100.66,62.55,39.06,43.49,95.9,53.62,23.57,72.06,62.82,242.38,43.51,4.8,38.96,26.61,35.16,12.88,64.45,32.94,90.24,60.72,46.78,11.93,53.5,45.04,51.21,26.51,26.17,64.37,58.99,77.64,77.81,29.25,54.72,17.42,99.33,44.3,66.24,43.16
2020-04-15 00:00:00-04:00,45.0,57.4,106.35,43.52,129.3,15.88,19.0,104.84,87.59,57.89,88.93,97.22,60.09,37.03,41.18,91.98,51.49,22.55,68.64,59.04,237.23,42.75,4.3,39.68,25.45,32.53,11.73,61.83,31.15,85.41,57.88,43.37,11.3,52.02,42.81,48.86,25.26,25.08,59.37,55.89,74.39,76.19,27.31,51.88,16.2,96.96,42.01,64.26,41.73
2020-04-16 00:00:00-04:00,45.48,56.37,105.07,44.15,131.16,15.8,19.09,101.57,87.6,59.86,89.85,97.16,59.96,37.1,41.18,94.12,51.61,22.35,68.43,60.2,237.72,43.9,4.36,40.06,25.93,31.98,10.62,62.12,30.73,85.88,60.58,44.28,11.125,52.21,42.66,49.33,25.29,25.41,59.01,55.32,74.73,75.97,26.13,51.34,16.1,99.02,42.92,65.28,42.1
2020-04-17 00:00:00-04:00,45.99,58.35,110.72,44.51,131.77,16.53,19.65,105.96,90.04,62.07,91.48,101.3,61.0,38.44,41.96,95.94,52.82,23.03,72.21,61.42,245.94,45.92,4.24,41.5,26.37,33.495,10.99,64.54,31.73,88.77,61.05,45.595,11.3,54.58,43.19,50.82,26.39,25.89,60.68,57.44,77.18,77.39,28.13,54.33,17.54,100.36,43.35,67.14,44.07
2020-04-20 00:00:00-04:00,44.135,54.66,102.57,43.49,126.41,15.75,19.12,100.78,86.65,60.01,87.68,96.47,59.1,37.08,40.01,92.6,49.99,21.76,68.25,58.25,237.85,44.87,4.16,41.01,25.47,31.32,11.1,61.52,30.25,83.99,59.17,43.94,11.15,51.84,40.59,47.94,25.24,25.9,58.72,55.53,73.58,75.89,27.14,50.36,16.9,95.87,42.24,64.38,42.13
2020-04-21 00:00:00-04:00,43.89,55.86,100.79,43.01,125.44,15.51,19.18,99.16,85.48,58.19,87.21,94.69,58.25,35.69,39.04,91.16,49.71,21.46,66.42,57.31,235.42,43.49,4.01,40.61,25.38,32.34,10.69,63.35,29.46,85.17,57.76,43.85,10.83,50.03,39.71,47.94,24.57,26.47,58.63,55.5,72.51,77.06,27.29,50.26,17.01,95.13,41.28,63.44,41.7339
2020-04-22 00:00:00-04:00,45.33,55.75,102.34,43.35,127.765,16.23,19.78,102.51,87.29,58.99,87.93,99.6,59.53,37.22,39.82,93.44,51.0525,21.97,68.54,58.55,246.5,46.55,4.14,40.77,25.995,32.93,11.56,63.79,30.68,86.96,58.75,43.8,11.02,51.1,41.09,49.61,25.34,27.2,59.67,57.03,73.84,76.38,27.95,51.32,17.61,96.44,42.46,65.27,41.99
2020-04-23 00:00:00-04:00,45.01,56.56,101.33,42.96,124.68,16.415,20.11,101.01,85.11,58.27,86.55,96.99,57.79,36.32,39.42,91.59,50.09,21.95,67.04,58.51,240.94,48.28,4.07,40.85,25.85,32.2,12.28,63.01,30.72,85.67,59.09,43.23,11.0,50.4,40.6,48.22,25.19,27.25,57.87,56.81,72.32,76.86,28.07,50.31,17.5,94.39,42.56,64.39,41.67
2020-04-24 00:00:00-04:00,44.97,57.22,104.45,42.83,125.0,16.69,20.17,103.09,85.7,59.31,86.57,97.54,58.52,36.59,39.53,92.12,49.98,22.26,66.85,58.84,239.71,48.18,3.99,42.06,26.04,32.8,11.3,63.63,31.29,87.04,59.34,43.22,10.57,51.4,41.31,46.44,25.5,27.82,59.39,57.74,72.69,78.15,28.25,51.83,18.04,93.76,43.68,64.56,41.78
2020-04-27 00:00:00-04:00,45.63,58.56,105.42,43.3,125.84,17.32,20.3,102.91,86.72,60.79,85.61,101.34,59.24,37.83,39.97,92.34,50.35,23.07,67.69,58.9,243.38,48.13,4.45,43.55,26.24,32.87,12.09,65.29,32.21,86.68,60.46,44.0,10.49,52.02,42.36,46.31,25.55,28.8,60.91,58.48,73.52,78.17,29.26,53.26,18.96,91.51,44.01,65.49,42.07
2020-04-28 00:00:00-04:00,44.99,60.27,107.15,43.63,126.43,17.41,20.76,106.33,87.63,62.17,86.21,99.68,60.11,37.84,40.52,93.53,50.65,23.09,68.2,60.51,239.29,49.35,4.92,43.05,26.85,34.81,12.41,66.02,32.43,84.72,61.19,45.07,10.9011,51.88,42.68,47.44,25.93,29.4,59.83,58.06,73.9,79.33,30.09,53.88,19.21,94.74,43.84,66.17,42.69
2020-04-29 00:00:00-04:00,44.58,61.4,104.86,44.43,125.72,17.68,20.38,107.33,86.65,60.44,83.29,98.38,59.59,38.32,40.83,94.08,49.4,23.68,68.23,62.75,235.31,48.84,5.69,43.61,25.93,35.89,13.92,66.34,32.51,82.65,64.8,46.21,10.52,52.31,42.82,48.09,26.21,29.63,62.45,57.36,75.19,79.94,31.31,55.29,19.74,93.32,43.37,65.08,43.05
2020-04-30 00:00:00-04:00,42.99,57.51,101.97,43.05,121.68,17.02,20.03,103.69,84.64,58.58,80.7,95.48,58.44,37.04,39.48,91.74,48.56,22.45,64.66,60.59,231.04,50.24,5.57,40.92,25.12,33.75,12.6,65.1,31.52,79.72,62.32,44.25,10.7,50.69,40.51,46.79,25.4,28.55,59.65,56.72,72.96,75.8,30.15,50.62,19.545,90.56,41.72,63.56,40.32
2020-05-01 00:00:00-04:00,41.46,55.61,100.28,40.9,119.24,16.48,19.48,100.73,82.65,55.8,79.9,93.57,55.94,35.82,38.1,88.31,47.26,21.12,62.47,59.95,227.08,49.42,5.58,40.38,24.48,33.39,11.53,62.12,30.32,78.65,61.66,42.82,10.155,49.42,38.98,44.61,24.88,26.65,59.48,54.41,70.58,74.03,29.31,48.73,19.36,88.63,40.36,62.19,40.54
