,AAPL,ACN,ADBE,ADI,ADP,ADSK,AMAT,AMD,AMZN,APH,ATVI,AVGO,CDNS,CRM,CRWD,CSCO,CTSH,DDOG,EA,EBAY,FB,FIS,FISV,FTNT,GOOGL,GPN,HPQ,IBM,INTC,INTU,KEYS,KLAC,LRCX,MA,MCHP,MRVL,MSFT,MSI,MU,NFLX,NOW,NVDA,NXPI,ORCL,PANW,PAYX,PYPL,QCOM,SHOP,SNAP,SNOW,SNPS,SQ,TEL,TWLO,TXN,V,WDAY,XLNX,ZM
,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-25 00:00:00-04:00,126.93,285.99,505.07,163.78,195.26,289.47,137.5,77.8652,3259.05,66.96,96.62,459.72,127.49,227.76,212.8,53.3,70.99,89.58,143.29,61.34,327.79,150.75,115.71,214.56,2364.19,195.11,31.88,143.79,56.88,439.35,140.01,317.97,640.36,367.01,154.82,48.03,251.85,203.88,81.23,501.33,479.95,625.94,204.82,78.84,365.07,101.101,258.69,133.76,1239.99,59.15,229.93,255.97,216.04,133.94,324.3,188.73,229.08,236.58,124.12,321.28
2021-05-26 00:00:00-04:00,126.85,284.04,507.05,163.87,194.44,292.51,136.91,78.34,3265.19,67.11,97.31,460.68,126.84,229.69,219.91,52.91,71.01,91.42,143.99,61.45,327.75,148.93,115.36,215.7,2381.63,192.81,32.18,143.38,56.95,442.92,141.39,317.51,638.35,362.81,155.55,48.62,251.5,202.75,82.24,502.4,485.03,628.21,206.19,79.27,367.88,100.6,261.38,133.09,1237.615,60.6,235.25,254.38,222.07,134.67,332.34,188.43,227.1,237.08,123.71,326.27
2021-05-27 00:00:00-04:00,125.45,280.065,498.83,163.44,197.27,287.025,137.99,78.4,3232.06,67.19,97.3,467.96,127.21,225.66,222.74,52.91,71.155,92.31,143.04,59.61,332.76,149.87,115.785,216.43,2363.02,193.2,32.09,143.75,57.81,432.36,140.5,317.05,646.495,361.5,155.83,48.39,249.7,203.67,84.04,504.26,479.11,619.67,210.1,79.01,367.44,100.94,259.73,133.78,1241.045,61.09,244.92,254.74,220.9,135.37,338.58,189.22,226.98,229.015,123.13,326.61
2021-05-28 00:00:00-04:00,124.62,282.36,504.28,164.59,196.01,286.01,138.13,80.1,3224.68,67.26,97.25,472.48,126.98,238.16,222.15,52.9,71.57,91.15,142.98,60.87,328.85,148.9,115.25,218.63,2356.85,193.77,29.24,143.81,57.12,439.1,142.44,316.88,650.21,360.91,157.04,48.3,249.79,205.47,84.15,502.8,474.01,649.8,211.42,78.75,363.28,101.15,260.03,134.5416,1242.8,62.1482,238.02,254.35,222.61,135.72,336.1,189.82,227.44,228.72,127.01,331.54
2021-06-01 00:00:00-04:00,124.3,280.8362,495.9,163.69,196.68,281.02,138.2,80.8,3218.65,67.57,96.44,468.55,125.8,236.21,222.06,52.62,71.18,91.79,143.62,61.37,329.07,148.43,114.42,215.05,2381.19,193.65,29.85,144.19,56.91,438.85,142.02,315.65,648.99,359.85,155.28,47.75,247.38,205.15,84.16,499.13,468.98,650.59,207.91,79.56,360.35,101.0,259.39,133.93,1252.39,63.7,240.97,253.82,221.91,137.54,333.76,188.98,226.59,226.48,127.92,327.95
2021-06-02 00:00:00-04:00,125.09,281.66,495.88,164.5,198.44,279.63,139.01,81.99,3234.92,67.74,95.4,473.8,124.53,234.615,220.76,52.95,71.29,91.74,141.4,63.41,329.12,149.2,114.9,216.41,2370.59,195.99,29.79,145.73,57.49,445.38,143.96,315.76,649.05,366.98,155.51,47.52,247.33,207.6,84.37,499.31,467.19,671.245,208.03,80.28,357.67,101.88,262.18,133.82,1229.0,62.775,243.16,253.08,220.475,137.13,331.47,190.78,229.68,226.88,129.15,326.86
2021-06-03 00:00:00-04:00,123.555,279.62,493.08,162.06,196.99,274.46,136.38,80.27,3187.94,68.04,94.98,464.81,123.97,230.8,215.93,53.33,70.8,88.7,141.98,64.065,326.01,146.51,113.031,215.37,2348.0,193.49,29.93,145.56,56.23,450.56,145.02,308.69,635.51,361.85,151.74,47.16,245.71,209.86,82.02,489.44,459.23,678.67,200.705,81.09,351.12,101.86,257.77,131.76,1197.62,60.6,238.56,250.58,211.4,137.15,309.82,185.99,228.12,221.32,125.85,319.02
2021-06-04 00:00:00-04:00,125.88,283.23,504.5,165.58,197.81,284.78,139.86,81.57,3206.22,69.17,96.84,475.0,126.78,237.49,206.835,54.06,71.5,88.45,145.21,65.22,330.31,146.91,113.4,221.75,2393.2,194.26,30.64,147.42,57.37,462.28,148.91,316.98,655.19,366.02,155.39,48.73,250.78,209.95,83.77,494.73,460.63,703.07,201.99,82.86,357.34,102.56,263.05,134.34,1205.82,61.0,242.56,255.89,213.69,139.36,309.87,190.13,230.22,223.07,128.6358,335.83
2021-06-07 00:00:00-04:00,125.91,282.13,509.53,164.46,196.63,278.79,138.97,81.33,3199.31,68.19,97.12,463.68,124.92,238.12,215.63,53.93,71.31,90.6,145.76,65.45,336.59,143.5,109.69,223.61,2403.09,191.17,30.549,148.02,57.09,457.2,148.13,318.55,649.55,363.98,153.52,48.32,253.87,207.7,84.02,494.59,459.58,704.92,201.0,83.95,356.49,101.74,260.56,133.3,1230.96,61.37,250.52,252.61,216.94,139.02,314.32,188.54,231.32,225.59,127.74,342.771
2021-06-08 00:00:00-04:00,126.74,281.45,509.24,164.93,198.89,278.66,135.849,80.88,3264.14,68.17,96.8,463.52,125.22,236.41,215.24,54.12,71.45,92.5,145.5,65.81,333.67,144.52,109.81,227.31,2397.95,191.59,30.4,149.07,56.99,465.27,148.75,313.83,637.76,365.46,152.67,50.73,252.54,210.47,80.55,492.31,460.7,698.29,198.17,84.62,353.37,103.03,263.14,134.14,1230.7,60.15,250.58,254.99,214.1535,137.95,317.21,186.89,232.05,224.73,127.45,341.26
2021-06-09 00:00:00-04:00,127.16,282.17,514.75,166.37,198.24,275.37,134.68,79.96,3281.22,68.14,96.54,463.92,125.18,236.07,213.89,54.02,71.24,91.67,145.82,65.96,330.31,145.14,111.12,225.52,2407.84,191.96,30.07,150.67,57.01,468.32,147.01,314.16,634.09,363.35,151.74,50.34,253.62,209.12,78.65,485.81,464.83,694.275,197.38,84.51,352.32,103.585,263.55,132.885,1215.66,61.73,246.89,256.16,210.21,135.69,314.32,186.46,232.31,225.46,125.88,333.8
2021-06-10 00:00:00-04:00,126.11,284.21,535.53,167.33,200.06,277.49,137.17,81.55,3349.65,68.27,97.68,468.67,128.51,240.16,228.69,55.03,71.17,94.52,145.72,66.76,332.48,145.38,109.49,228.95,2435.15,191.68,29.97,150.58,57.37,471.57,148.95,319.31,640.77,364.41,153.48,51.81,257.24,212.59,79.27,487.25,489.09,696.8,201.05,82.29,362.63,104.8,269.42,134.24,1233.39,62.64,248.74,262.05,217.12,136.99,324.11,187.94,233.95,228.94,128.79,346.5
2021-06-11 00:00:00-04:00,127.3521,285.28,541.37,167.65,199.65,277.5,136.82,81.3,3346.83,68.48,98.14,470.65,129.28,240.31,231.165,54.78,71.25,95.51,146.35,67.13,331.26,145.65,110.18,228.92,2430.29,193.5,30.07,151.3,57.85,472.25,147.83,320.11,642.22,365.43,154.1,52.1,257.88,212.31,79.35,488.75,497.92,712.85,201.14,82.8972,365.62,105.0,271.45,134.63,1247.92,64.09,240.85,263.07,219.34,137.06,332.89,188.67,234.95,230.09,128.52,366.43
2021-06-14 00:00:00-04:00,130.49,285.77,557.03,168.44,199.18,280.44,139.03,81.55,3384.94,68.32,99.17,475.8,130.98,246.28,233.25,54.19,70.79,97.28,148.55,65.9,336.82,146.52,109.11,231.46,2448.92,192.38,29.395,150.04,58.2,476.97,148.59,325.13,650.36,366.63,155.81,53.82,259.88,211.52,80.48,500.07,509.25,720.73,203.46,82.61,367.56,104.47,274.93,137.31,1306.54,63.5685,244.26,266.49,230.95,137.06,342.93,190.3,234.07,232.29,128.33,365.78
2021-06-15 00:00:00-04:00,129.74,286.19,548.81,167.68,199.11,276.77,138.65,80.47,3384.88,68.47,95.99,470.99,129.55,242.62,228.29,53.8,70.36,96.46,144.86,65.96,336.73,146.05,109.74,230.17,2429.16,194.47,29.59,149.49,58.01,470.7,148.06,320.59,643.56,368.36,154.07,53.59,258.52,211.08,82.19,492.07,505.44,711.54,203.19,81.6,360.84,104.3,271.89,135.58,1321.22,62.3,241.41,263.85,227.69,136.71,335.5,188.61,233.065,231.89,127.05,358.95
2021-06-16 00:00:00-04:00,130.14,284.02,543.3,166.02,197.23,273.73,136.94,80.1,3414.78,68.22,94.06,465.96,128.19,242.44,234.17,53.47,70.02,98.38,142.6,66.09,331.08,144.46,108.2,230.36,2415.4,191.94,29.04,147.84,57.22,469.1,148.9,316.16,638.68,363.93,152.43,54.1,257.51,209.68,80.5,492.6,510.08,712.18,200.26,77.07,363.57,103.815,268.82,134.95,1365.11,60.22,238.62,261.41,225.15,135.98,334.43,187.73,229.6,230.19,126.23,361.95
2021-06-17 00:00:00-04:00,131.78,284.78,551.21,166.22,197.48,276.34,137.3,84.55,3489.68,67.41,93.24,471.12,130.95,244.43,241.31,53.12,69.17,101.82,141.99,65.32,336.42,145.87,109.02,236.98,2433.66,193.26,28.64,145.61,57.18,474.66,149.4,318.46,639.78,367.25,150.21,55.13,260.91,210.95,80.64,498.18,530.44,746.33,198.36,77.57,372.23,104.23,278.04,135.33,1449.29,62.3,245.41,265.085,236.25,133.89,360.8,187.65,232.22,234.93,132.22,372.95
2021-06-18 00:00:00-04:00,130.4,280.97,565.33,162.19,192.79,278.09,131.08,84.64,3486.37,66.25,91.465,463.49,130.48,242.6,244.92,52.07,68.31,103.26,141.12,63.24,329.54,143.82,107.56,233.56,2400.62,190.83,28.67,143.11,55.68,473.15,147.48,304.21,611.65,367.42,145.62,54.25,259.32,206.97,76.95,500.77,533.73,744.65,193.02,76.24,371.71,102.02,283.38,133.0,1466.94,63.16,249.26,265.86,237.17,129.16,367.72,183.07,230.43,236.49,131.92,374.45
2021-06-21 00:00:00-04:00,132.29,285.56,567.35,164.15,196.42,283.23,133.04,82.59,3453.96,67.02,91.82,464.66,132.13,244.5,237.68,53.19,69.59,102.25,140.95,64.41,332.28,145.57,108.48,238.14,2436.25,193.68,29.19,146.63,55.88,477.9,149.13,309.11,618.53,373.08,147.79,54.82,262.63,211.32,77.07,497.15,534.48,737.2,198.49,77.98,371.19,103.66,283.17,133.97,1480.75,63.6,248.11,264.81,233.91,131.63,363.03,186.13,234.32,236.98,127.52,369.32
2021-06-22 00:00:00-04:00,133.97,285.68,575.84,163.7,196.81,286.09,133.44,83.57,3505.5,67.53,91.87,464.65,134.04,243.0,256.62,53.26,69.54,104.54,140.89,64.9,339.11,145.94,108.29,241.73,2446.61,193.57,29.14,146.36,55.88,477.42,150.57,308.62,622.2,378.06,145.8,54.37,265.51,213.93,77.66,508.82,545.9,755.36,197.4,78.675,365.4,103.63,286.79,135.09,1510.0,62.93,249.38,268.45,235.98,131.68,377.53,187.19,235.95,239.05,130.02,374.69
2021-06-23 00:00:00-04:00,133.7,285.7,574.23,163.64,195.22,283.68,135.51,83.81,3503.51,67.4306,90.8,466.6782,133.01,241.85,252.8,52.76,69.1,106.54,138.62,65.31,340.59,145.32,107.39,240.11,2442.55,190.71,29.2,144.61,55.26,478.62,151.05,311.01,624.43,375.14,146.46,54.54,265.27,213.34,79.02,512.74,550.3,762.31,199.24,78.1,368.39,103.46,288.12,135.54,1500.01,66.37,249.03,268.775,238.69,132.17,385.19,186.1,234.67,238.69,130.86,376.92
2021-06-24 00:00:00-04:00,133.4,291.56,578.26,166.99,196.06,286.95,138.26,86.1,3449.08,68.04,92.52,469.93,135.02,243.78,253.7,52.78,69.83,106.37,138.62,66.57,343.18,145.78,108.46,239.97,2450.0,191.51,29.46,145.44,56.07,482.6,152.69,315.93,634.55,374.75,149.12,56.15,266.64,214.58,80.59,517.87,552.07,768.22,203.83,77.74,372.64,104.27,293.21,137.91,1478.35,67.65,251.24,273.8,244.28,133.62,386.56,188.62,236.27,241.72,133.75,373.22
2021-06-25 00:00:00-04:00,133.11,294.79,579.47,167.74,197.36,288.78,136.19,85.62,3404.9,67.93,92.26,462.2,134.76,242.74,253.3,53.05,70.49,106.09,138.48,67.91,341.37,146.97,108.99,242.04,2450.18,192.16,29.7,146.84,55.91,486.5,153.27,316.14,630.45,379.6,148.78,56.37,265.02,215.7942,82.04,527.07,544.99,761.27,204.18,78.43,375.59,105.68,289.62,137.67,1472.12,67.67,247.56,268.97,240.24,133.75,383.65,188.1,237.43,243.04,132.12,372.47
2021-06-28 00:00:00-04:00,134.75,293.88,588.6,170.59,196.63,293.37,140.99,87.08,3443.89,68.4,95.4,472.75,137.07,244.57,255.04,52.97,70.14,106.44,142.97,68.82,355.6594,143.55,108.13,247.22,2451.55,189.64,29.8,145.27,57.48,486.91,154.41,322.46,646.91,367.71,152.27,58.61,268.72,215.12,83.3601,533.02,552.56,799.42,206.18,78.5,378.46,106.91,293.67,139.73,1494.71,66.21,247.69,273.97,246.6,133.02,394.21,191.55,234.1,242.88,135.36,388.86
2021-06-29 00:00:00-04:00,136.33,296.34,590.74,171.3,197.65,297.81,141.92,89.51,3449.48,68.5,95.6,477.3,138.4,245.82,257.13,52.92,70.43,107.15,144.1,70.5,351.85,141.92,106.58,243.21,2444.89,187.52,30.14,145.55,56.76,491.25,155.8,325.21,651.79,368.0,152.82,58.76,271.4,217.0,82.9,533.49,558.68,801.37,207.7,78.11,375.77,107.52,292.73,142.63,1481.9438,67.58,245.88,276.2,248.88,135.17,400.075,192.89,235.86,246.4,139.53,394.73
2021-06-30 00:00:00-04:00,136.94,294.8,585.96,172.17,198.67,291.89,142.39,93.9276,3440.29,68.39,95.45,476.88,136.81,244.15,251.31,53.02,69.26,104.08,143.87,70.21,347.82,141.68,106.88,238.21,2441.389,187.535,30.18,146.59,56.15,490.38,154.41,324.48,650.94,365.0,149.74,58.32,270.89,216.84,84.98,528.24,549.54,800.4,205.78,77.83,370.96,107.27,291.43,142.98,1462.0,68.15,241.74,275.92,243.74,135.22,394.31,192.31,233.97,238.56,144.72,387.13
2021-07-01 00:00:00-04:00,137.27,300.03,584.71,169.17,199.79,293.69,137.92,93.3,3432.98,68.97,93.89,469.82,136.9,244.93,251.16,53.43,69.84,104.57,142.14,69.79,354.39,143.73,108.35,242.34,2448.89,192.3,30.35,146.84,56.0,491.06,153.53,311.72,633.17,370.71,147.72,57.39,271.72,218.71,80.11,533.56,545.18,808.48,201.87,79.52,370.68,108.46,289.01,140.8,1456.54,67.7,236.7,277.1,241.96,136.68,387.0,190.89,235.23,235.51,141.88,386.69
2021-07-02 00:00:00-04:00,139.96,304.84,593.07,170.69,201.48,297.73,138.17,94.6961,3510.99,69.96,94.27,468.16,137.94,248.21,252.44,53.53,69.6,106.47,143.41,70.06,354.62,145.59,109.26,248.05,2505.68,193.39,30.7,140.01,56.76,497.43,153.14,311.8,631.43,375.16,148.25,57.42,277.66,221.06,80.33,533.88,552.02,819.48,202.62,81.83,373.03,108.73,290.24,142.58,1464.93,68.5,237.24,279.24,241.1,138.27,388.66,192.21,238.63,238.31,144.58,388.89
2021-07-06 00:00:00-04:00,142.02,305.4,596.91,168.32,201.04,295.61,136.73,94.47,3675.72,69.31,94.4,473.12,138.67,250.17,264.98,52.9799,68.74,108.69,143.02,69.02,352.87,145.21,108.7,251.14,2523.8,192.85,30.19,138.78,56.1,501.09,154.17,311.26,621.61,376.12,146.14,57.5,277.66,223.03,81.08,541.63,558.49,828.02,201.73,83.08,392.12,108.57,292.71,141.19,1538.3,69.09,239.04,279.3,246.79,135.82,394.48,191.2,239.61,238.63,144.15,400.86
2021-07-07 00:00:00-04:00,144.59,309.68,605.99,165.42,203.35,296.1,134.87,90.52,3698.49,69.81,93.31,469.59,139.11,248.35,267.54,53.26,68.93,107.36,142.95,70.07,350.51,145.63,109.13,253.33,2529.47,191.98,30.28,139.83,55.96,506.1,155.28,306.86,613.56,374.09,143.5,56.68,280.0,224.34,78.23,535.98,561.95,814.86,198.35,86.09,387.0,109.83,297.13,139.95,1519.63,65.13,248.74,280.01,244.64,137.05,388.48,189.8,240.27,238.65,137.39,393.89
2021-07-08 00:00:00-04:00,143.32,309.24,606.49,163.98,201.9,294.31,132.54,89.76,3731.42,69.11,92.18,470.88,137.34,245.95,263.4,53.27,68.36,107.11,140.45,68.67,345.66,143.16,107.74,253.07,2501.85,188.17,29.93,140.74,55.45,506.09,154.03,303.33,606.63,370.19,141.12,56.26,277.53,222.44,77.12,531.12,560.83,796.28,196.07,85.6,386.51,110.22,295.06,138.33,1462.41,61.96,250.36,278.98,235.84,135.06,384.85,188.31,236.72,237.09,133.83,385.96
2021-07-09 00:00:00-04:00,145.11,312.61,604.48,166.23,203.66,295.36,134.9,90.86,3717.6802,70.31,92.37,480.18,138.5,245.06,264.22,53.73,69.15,108.03,141.01,69.45,350.42,144.41,108.91,256.73,2509.13,190.38,30.035,141.5,55.99,503.48,155.76,308.58,612.61,372.99,144.02,56.99,277.92,224.52,78.74,535.98,566.64,802.01,200.31,87.76,390.25,111.91,300.2,141.43,1494.99,65.81,269.48,280.65,241.9,138.0,392.43,190.19,238.45,239.92,135.59,385.09
2021-07-12 00:00:00-04:00,144.5,311.57,600.15,167.56,203.75,291.93,136.79,90.8073,3718.52,70.37,92.915,485.96,137.71,242.89,261.87,53.24,69.24,107.76,141.36,68.97,353.16,145.06,108.82,255.71,2537.98,189.62,29.215,140.93,56.71,505.12,157.75,313.98,625.42,375.77,146.15,57.32,277.32,223.29,79.56,537.32,561.74,820.54,204.32,87.09,388.54,111.68,302.96,142.47,1494.9299,64.78,267.08,278.55,243.28,138.64,393.41,191.92,237.87,236.34,134.99,379.11
2021-07-13 00:00:00-04:00,145.68,312.73,605.0,167.32,203.91,296.64,136.28,90.27,3678.85,69.94,93.25,484.25,137.71,244.0507,261.2001,53.34,68.7,106.58,143.24,68.74,352.09,146.24,110.11,257.05,2546.22,191.15,28.2,140.27,56.87,506.6,157.42,311.6,624.68,383.71,143.95,56.77,280.98,222.27,78.43,540.87,559.66,809.65,204.07,87.07,387.99,111.65,301.255,141.19,1516.51,63.96,264.63,278.2,241.43,137.63,389.26,191.29,242.4,233.07,133.99,378.37
2021-07-14 00:00:00-04:00,149.21,314.39,608.84,166.24,204.51,297.09,135.66,89.055,3683.61,69.85,92.33,481.9,138.9,242.45,254.29,54.09,69.24,104.63,143.13,68.04,347.66,148.05,109.76,255.94,2564.73,193.06,28.6,139.83,56.53,505.56,157.93,309.28,617.57,390.95,143.57,56.01,282.51,223.01,78.49,547.9,562.94,793.66,203.64,88.3,386.49,112.38,300.76,143.78,1462.98,62.47,252.5,279.2,238.97,138.39,375.34,191.28,246.05,231.91,132.75,360.6
2021-07-15 00:00:00-04:00,148.48,314.93,606.15,163.66,207.02,294.79,133.21,86.93,3632.08,69.09,90.67,477.56,137.54,237.58,249.355,53.67,68.84,103.45,142.67,68.13,344.55,148.62,110.81,256.29,2539.22,195.17,28.09,140.45,55.81,503.19,156.58,303.75,610.98,390.32,137.47,55.71,281.04,222.79,76.92,543.09,558.29,758.77,194.45,86.23,387.84,112.68,296.6,141.51,1441.5,60.5,251.05,277.75,235.16,136.89,366.29,188.29,248.61,228.71,129.71,356.69
2021-07-16 00:00:00-04:00,146.38,311.79,605.91,160.43,205.49,293.4,128.18,85.89,3572.98,68.03,91.79,468.1,137.63,238.39,249.96,53.7,68.23,104.57,143.1,68.18,341.16,148.59,111.2,258.49,2538.07,194.72,27.53,138.89,54.97,501.25,155.04,293.37,588.31,387.12,133.76,53.97,280.75,220.02,75.02,530.4,556.49,726.45,190.1,87.495,388.39,111.85,294.6,139.71,1441.18,59.31,250.8899,276.56,237.56,134.34,375.17,186.13,248.15,227.425,128.62,361.96
2021-07-19 00:00:00-04:00,142.53,309.18,602.36,159.0,201.8,287.45,128.62,86.62,3550.0,67.41,90.3,465.97,137.78,237.68,250.51,53.08,66.47,104.82,141.25,68.53,337.0,142.43,106.67,256.62,2493.43,186.14,27.6,138.09,54.65,498.79,154.86,294.33,591.52,365.74,132.0,54.8,277.05,216.6,74.58,532.28,555.38,751.19,188.68,86.98,389.44,109.43,294.87,138.84,1472.17,59.59,252.36,274.53,233.69,132.45,379.36,186.24,240.57,226.14,129.35,354.14
2021-07-20 00:00:00-04:00,146.1427,312.06,608.53,160.87,203.04,296.06,131.92,87.12,3572.83,68.61,91.5,468.48,139.75,240.09,252.0,53.57,67.6,107.54,141.07,69.6,341.64,144.75,108.83,263.85,2523.85,188.71,28.2,139.98,55.24,508.55,156.62,302.64,607.11,374.34,137.02,56.56,279.32,218.53,75.38,531.05,565.1,186.06,193.26,88.67,400.74,110.43,298.07,139.55,1525.4,62.32,256.2,277.87,246.54,135.52,389.96,187.72,242.67,230.83,131.09,355.82
2021-07-21 00:00:00-04:00,145.39,313.78,612.25,164.84,204.47,301.77,137.99,89.405,3586.33,70.15,91.17,479.11,140.76,242.11,253.54,53.89,67.75,108.39,140.71,69.86,346.23,145.44,110.04,264.65,2550.96,191.77,28.53,141.3,56.24,514.54,158.48,317.01,637.25,379.96,140.67,58.33,281.38,219.44,77.18,513.88,567.13,194.1,198.62,89.7,391.65,111.39,301.77,142.17,1569.36,63.38,259.28,278.23,257.25,139.3,393.93,194.24,243.68,237.4,135.33,352.89
2021-07-22 00:00:00-04:00,146.8,314.24,623.67,162.03,203.25,308.52,137.18,91.21,3638.01,70.04,90.47,476.42,143.02,248.29,263.05,54.54,68.11,110.19,142.29,72.06,351.19,146.13,110.05,270.81,2568.14,191.13,27.8,140.7,55.96,521.32,158.62,314.46,635.83,382.17,138.44,58.0,286.16,220.09,75.53,511.63,576.7,195.95,194.31,90.7,398.38,110.94,303.69,142.48,1594.69,62.98,267.18,281.6,260.6,137.98,405.35,183.915,244.22,238.08,136.47,361.39
2021-07-23 00:00:00-04:00,148.57,318.64,625.73,163.59,206.03,312.49,138.42,92.15,3656.67,71.0,91.5,483.15,145.67,248.28,268.96,55.23,69.3,111.17,144.98,73.54,369.79,148.83,111.8,275.61,2660.31,193.02,28.19,141.34,53.0,528.42,159.65,320.59,640.28,393.27,139.21,58.92,289.7,221.64,75.94,515.24,586.3,195.59,196.31,87.69,401.47,112.25,308.47,144.88,1645.93,77.98,264.98,285.05,264.07,138.37,410.09,186.85,249.02,240.5,137.89,358.96
2021-07-26 00:00:00-04:00,148.99,318.97,620.87,163.93,206.27,313.62,138.48,91.86,3700.0,70.74,90.13,482.39,145.0,247.6,264.7,55.46,69.43,109.79,145.22,73.25,372.46,148.43,111.36,272.41,2683.52,191.09,28.48,142.77,54.33,529.29,159.98,318.83,639.97,392.87,139.35,58.95,289.05,222.72,76.3,516.65,584.26,192.87,198.16,87.86,398.71,112.69,306.82,143.495,1581.31,76.32,268.8,283.88,262.05,138.62,398.16,188.27,250.33,238.6,135.43,373.15
2021-07-27 00:00:00-04:00,146.78,319.98,618.27,162.6,208.06,308.36,134.91,91.1,3628.64,70.42,84.05,475.35,143.3,243.52,257.74,55.29,69.15,109.62,141.94,72.29,367.85,150.86,114.68,271.33,2639.2,192.675,28.4,142.75,53.18,522.94,158.91,309.0,622.96,390.52,135.95,57.98,287.0,221.64,74.22,518.92,582.28,192.1,194.32,87.82,397.57,113.22,300.48,140.94,1554.0,73.9855,263.32,281.18,251.73,137.71,387.48,185.15,250.77,230.8,131.06,367.54
2021-07-28 00:00:00-04:00,144.98,316.22,620.65,163.98,206.75,313.15,137.21,97.9,3630.3035,70.75,84.83,477.63,144.59,243.93,263.35,54.77,69.81,111.52,143.57,72.89,373.28,148.7,113.93,271.64,2722.9,191.64,28.47,141.78,53.07,523.15,160.15,315.56,635.66,383.47,137.89,58.99,286.22,221.53,75.53,519.32,583.36,195.03,198.58,87.18,399.62,112.77,301.98,142.44,1540.3123,76.12,269.18,283.7,258.47,141.92,394.09,186.84,246.93,234.23,138.54,369.5
2021-07-29 00:00:00-04:00,145.62,318.35,621.56,166.5,208.87,320.53,137.5,102.95,3600.0542,71.94,83.57,483.8,145.8,244.02,260.02,55.07,73.92,111.32,143.38,73.41,358.41,149.6,114.47,274.16,2715.9133,193.25,28.79,141.93,53.7,525.51,161.66,319.21,619.62,388.79,141.03,60.31,286.48,223.83,77.08,514.39,586.45,196.58,204.26,87.62,398.9,113.63,283.17,150.99,1524.06,74.92,268.28,285.53,255.27,146.16,392.65,189.82,247.91,235.25,147.31,386.01
2021-07-30 00:00:00-04:00,145.86,317.65,621.93,167.47,209.73,321.29,139.92,106.22,3327.59,72.49,83.62,485.73,147.64,241.94,253.78,55.39,73.54,110.65,143.96,68.22,356.36,149.08,115.13,272.32,2695.0,193.43,28.88,140.92,53.72,530.43,164.56,348.15,637.42,385.94,143.12,60.51,284.95,223.9,77.56,517.79,587.89,194.89,206.39,87.14,399.04,113.84,275.52,149.81,1499.9299,74.42,265.73,288.14,247.12,147.47,373.58,190.69,246.45,234.51,149.83,378.09
2021-08-02 00:00:00-04:00,145.52,316.09,618.79,167.55,209.49,322.07,142.01,108.63,3331.69,72.67,82.76,484.91,147.3,240.86,253.74,55.46,73.67,111.66,144.13,68.63,352.0,139.055,109.74,284.62,2697.45,171.79,29.15,141.42,53.69,527.55,164.96,345.91,641.73,375.32,145.09,60.565,284.83,223.93,77.64,514.96,584.75,197.5,209.085,87.61,400.37,113.23,270.99,148.85,1538.67,73.5,268.42,287.61,272.4,148.51,379.87,190.73,239.87,233.65,149.02,378.95
2021-08-03 00:00:00-04:00,147.3402,318.61,621.29,168.58,213.44,327.54,142.16,112.56,3366.91,73.83,79.82,486.56,149.85,241.13,254.27,56.25,74.9,114.6,139.77,67.995,351.23,130.4,108.2,297.74,2712.08,169.46,29.52,144.07,54.06,529.84,166.75,346.68,645.61,367.76,146.851,61.36,287.12,225.03,80.86,510.83,584.96,198.15,210.46,89.74,398.58,114.79,273.51,147.95,1522.56,73.38,284.7,289.2,269.5,149.37,370.18,189.33,237.1,235.36,146.46,374.7
2021-08-04 00:00:00-04:00,146.94,316.76,625.54,172.58,212.0,329.101,142.72,118.76,3354.71,73.55,81.53,487.71,151.12,244.18,264.13,55.68,73.56,114.91,139.91,67.99,358.86,128.83,108.75,304.02,2702.0,165.35,29.06,142.78,53.89,535.79,167.04,353.66,649.82,368.0,147.53,61.89,286.46,222.78,81.99,517.23,593.23,202.74,212.38,90.04,403.15,114.25,275.49,148.23,1555.52,76.895,273.2857,291.5,266.45,149.01,374.66,192.36,236.68,232.3,144.65,400.5
2021-08-05 00:00:00-04:00,147.06,320.3,632.19,169.94,213.28,328.73,142.28,112.35,3376.1,73.68,80.33,487.94,151.74,250.56,265.89,55.75,73.41,132.5,136.88,67.29,362.97,129.52,109.64,300.05,2726.0,170.3,29.23,142.78,53.9,537.95,166.395,353.95,646.26,371.94,149.78,61.05,289.55,222.19,81.47,524.89,595.59,206.37,212.93,89.42,403.56,115.27,280.71,146.84,1544.825,77.32,276.79,293.11,281.8,148.55,377.08,193.21,240.22,236.0,151.07,398.535
