,AAPL,ACN,ADBE,ADI,ADP,ADSK,AMAT,AMD,AMZN,APH,ATVI,AVGO,CDNS,CRM,CRWD,CSCO,CTSH,DDOG,EA,EBAY,FB,FIS,FISV,FTNT,GOOGL,GPN,HPQ,IBM,INTC,INTU,KEYS,KLAC,LRCX,MA,MCHP,MRVL,MSFT,MSI,MU,NFLX,NOW,NVDA,NXPI,ORCL,PANW,PAYX,PYPL,QCOM,SHOP,SNAP,SNOW,SNPS,SQ,TEL,TWLO,TXN,V,WDAY,XLNX,ZM
,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-31 00:00:00-05:00,177.61,414.62,567.1,175.84,246.58,281.21,157.31,143.93,3334.72,87.46,66.51,665.52,186.35,254.11,204.75,63.38,88.74,178.12,131.89,66.52,336.35,109.17,103.75,359.4,2897.04,135.19,37.66,133.65,51.5,643.09,206.47,430.11,719.15,359.37,87.09,87.57,336.21,271.69,93.12,602.69,649.42,294.21,227.78,87.21,556.22,136.55,188.66,182.89,1377.98,47.03,338.75,368.49,161.51,161.37,263.34,188.47,216.69,273.18,212.05,183.85
2022-01-03 00:00:00-05:00,182.0,407.29,564.37,177.14,244.01,283.72,159.93,150.27,3407.58,86.5,67.41,663.32,183.16,255.46,198.34,63.16,89.57,163.94,134.97,66.8,338.57,113.88,107.61,333.11,2899.5,141.71,38.01,136.03,53.21,631.46,202.66,435.28,725.47,370.93,88.04,89.43,334.74,267.42,95.76,597.37,630.54,301.25,231.29,87.91,543.94,134.5,194.9,186.21,1363.51,46.57,332.01,361.05,164.09,161.03,262.12,190.59,221.48,263.82,221.37,184.37
2022-01-04 00:00:00-05:00,179.69,404.48,554.1,175.51,245.17,278.31,158.35,144.41,3349.75,86.77,67.2,670.81,178.3,248.22,189.27,61.25,91.41,158.02,135.76,65.13,336.5,114.52,108.97,322.31,2887.6,145.42,39.22,138.06,53.13,618.23,197.4,430.98,712.0,375.42,87.47,88.36,329.04,264.69,96.37,590.96,603.81,292.99,232.87,88.88,524.0,134.23,191.06,187.22,1221.045,44.04,315.54,352.99,156.33,164.15,250.82,190.79,222.46,253.02,214.88,179.86
2022-01-05 00:00:00-05:00,174.74,397.25,514.28,172.83,242.96,264.24,153.7,136.12,3288.0,85.16,66.29,642.98,172.63,227.66,179.37,60.29,90.01,145.52,133.69,64.5,324.24,116.54,108.33,303.49,2754.62,146.42,38.9,138.22,53.84,593.7,192.2,420.42,690.67,373.91,84.52,84.02,316.2,258.96,94.4,567.04,572.76,275.96,224.37,86.47,504.87,131.69,187.17,186.46,1190.0,41.33,296.69,339.77,143.59,160.71,235.22,186.78,220.04,248.15,201.61,174.88
2022-01-06 00:00:00-05:00,172.01,378.01,514.05,173.47,241.47,264.19,156.34,136.17,3264.32,85.19,63.82,636.9,173.07,229.15,187.48,60.93,88.22,143.89,129.72,66.81,332.5,116.64,109.15,314.39,2755.85,151.26,38.69,135.34,54.02,586.5,192.59,432.51,701.75,369.94,85.3,85.53,313.84,257.72,95.66,553.29,574.04,281.78,227.06,86.33,532.91,130.82,192.27,186.05,1167.85,41.68,297.09,344.96,144.73,161.57,238.66,186.76,219.74,250.63,204.05,176.33
2022-01-07 00:00:00-05:00,172.25,370.75,510.69,168.88,238.76,262.23,150.74,131.99,3251.71,82.13,64.06,618.88,166.0,228.3,188.99,61.15,87.42,143.79,131.77,66.31,331.79,117.64,108.82,314.44,2740.24,150.19,38.64,134.81,53.42,567.55,188.0,416.91,669.06,369.86,81.91,83.07,314.11,252.55,94.45,541.06,566.15,272.47,221.34,87.5,525.02,128.84,187.6,180.41,1144.5,41.35,299.71,330.35,141.6,158.51,230.1,179.44,216.98,250.21,193.06,171.68
2022-01-10 00:00:00-05:00,172.17,372.99,525.99,170.4,232.88,262.45,149.57,132.0,3229.62,81.91,63.11,621.68,165.88,229.74,192.53,61.84,86.68,146.09,128.94,64.57,328.09,116.36,107.78,324.71,2774.23,147.02,38.96,135.01,55.22,570.45,186.87,419.0,664.34,364.01,82.96,82.21,314.32,256.05,93.9,539.71,572.0,274.18,221.9,89.31,522.73,126.58,182.97,179.82,1132.58,41.73,302.99,329.34,144.47,158.23,227.66,182.98,212.13,252.26,193.55,172.67
2022-01-11 00:00:00-05:00,175.09,375.11,530.04,173.66,235.38,270.69,152.5,137.31,3307.94,82.62,65.86,622.04,169.23,234.87,196.12,62.38,88.0,148.62,130.81,66.43,334.45,117.56,109.48,323.55,2795.97,149.09,39.19,132.85,55.92,578.92,191.76,425.83,673.26,366.41,84.65,86.25,314.99,256.08,94.22,540.85,577.94,278.22,227.69,88.51,526.04,128.83,191.52,185.47,1157.41,43.32,301.12,340.41,148.44,160.31,234.3,184.69,214.39,255.9,200.65,175.97
2022-01-12 00:00:00-05:00,175.61,377.24,532.57,173.75,234.64,269.6,159.56,137.47,3305.75,82.89,64.8,621.97,170.19,237.95,188.03,62.12,88.08,146.34,132.51,64.32,333.26,117.51,108.51,320.79,2828.61,148.74,39.02,133.61,55.75,577.35,190.3,433.99,686.53,367.33,85.25,84.93,318.29,256.85,95.12,537.26,573.66,280.0,229.11,88.34,532.2,128.28,187.22,186.39,1169.61,42.73,307.02,338.59,145.49,160.77,227.22,186.04,215.78,258.07,197.88,170.63
2022-01-13 00:00:00-05:00,172.32,361.48,516.96,169.83,232.03,260.17,157.25,132.75,3224.97,81.89,64.18,596.78,163.16,228.66,174.91,61.51,87.23,135.0,130.84,63.28,326.56,117.47,108.96,307.89,2773.06,149.25,38.77,134.77,54.96,552.82,186.6,421.9,686.77,369.76,83.72,78.62,305.0,251.11,95.62,519.0,521.25,265.86,221.8,87.8,498.6,126.63,181.06,184.0,1064.54,38.3684,291.72,327.52,136.95,159.74,217.09,184.16,215.16,249.41,191.33,162.01
2022-01-14 00:00:00-05:00,173.05,353.31,520.58,172.0,228.73,259.11,167.01,136.88,3242.4,81.62,65.39,596.47,161.74,231.24,176.7,61.34,87.2,138.22,130.44,63.45,331.94,118.03,109.06,312.63,2787.33,150.54,38.4,134.21,55.7,550.69,187.16,445.35,729.98,372.14,84.28,83.04,310.2,251.14,97.37,525.54,530.86,269.48,225.29,87.69,499.01,124.99,178.41,188.74,1102.225,38.03,289.55,326.16,133.08,160.75,215.16,187.0,214.7,254.31,198.53,159.73
2022-01-18 00:00:00-05:00,169.83,348.42,513.35,166.51,226.44,252.01,152.38,131.93,3178.48,79.85,82.33,578.2,153.53,226.04,172.81,59.74,86.2,131.87,133.87,61.61,318.29,114.5,106.4,308.48,2720.62,147.11,37.64,132.97,54.79,537.85,181.37,412.7,679.03,366.31,79.33,77.67,302.77,245.45,92.89,510.78,522.3,259.03,217.42,85.57,502.4,123.03,174.47,178.88,1054.66,35.74,287.72,313.4,130.0,159.05,207.24,182.29,215.8741,245.86,188.01,157.64
2022-01-19 00:00:00-05:00,166.21,343.84,516.505,163.04,224.8,254.47,143.04,128.27,3125.57,78.51,82.16,563.68,153.269,226.37,175.65,58.89,86.04,131.01,136.91,62.29,319.61,113.31,106.04,307.09,2702.33,145.92,36.6,131.61,53.59,545.35,180.46,393.16,642.1,360.85,76.64,76.89,303.31,244.33,89.99,515.94,521.32,250.62,210.85,83.38,519.99,121.26,173.52,172.31,1031.835,35.05,282.53,312.12,128.14,157.0,203.73,178.26,214.69,249.41,189.06,157.26
2022-01-20 00:00:00-05:00,164.52,342.6,510.89,158.72,220.28,252.39,139.15,121.89,3033.41,77.91,81.77,547.72,150.31,222.89,173.98,58.08,85.71,130.01,138.88,60.71,316.56,113.19,106.32,305.0,2666.23,144.91,36.1,130.78,52.04,544.97,177.47,383.28,619.68,364.0,73.93,73.79,301.64,238.78,85.02,508.16,515.54,241.52,199.555,82.69,519.14,121.02,173.24,166.49,1024.04,34.98,279.27,309.96,127.54,154.01,201.64,173.43,214.22,251.86,185.58,155.81
2022-01-21 00:00:00-05:00,162.35,335.49,499.9,159.49,217.01,239.04,134.97,118.8099,2851.16,77.005,81.35,533.06,148.37,218.59,164.73,56.65,84.26,125.55,139.01,59.53,303.04,111.74,104.88,288.46,2604.2,140.77,34.83,129.33,52.02,528.45,173.43,373.52,605.41,354.86,73.28,72.52,295.91,237.07,81.91,397.2,507.13,233.51,199.94,82.21,483.53,118.65,163.52,164.94,880.4,32.1,267.52,303.11,118.02,150.9,192.12,175.69,205.96,245.41,187.56,147.62
2022-01-24 00:00:00-05:00,162.13,339.03,519.68,161.49,218.2,245.35,139.29,116.58,2891.9,77.37,79.97,542.09,151.66,223.16,167.37,56.91,85.15,136.07,135.22,59.63,309.02,111.79,102.75,290.73,2619.37,140.81,35.62,129.06,51.92,535.18,175.52,391.53,622.13,349.42,74.93,72.09,296.72,239.66,82.95,387.18,525.75,233.76,203.11,82.41,504.22,120.04,162.2,170.22,939.02,31.8001,277.35,308.34,117.26,152.61,197.48,178.34,201.89,247.63,185.55,153.03
2022-01-25 00:00:00-05:00,159.88,335.13,502.72,155.91,216.88,233.6,132.99,111.07,2800.06,76.03,79.12,533.81,142.4,215.68,158.6,56.11,82.26,125.27,131.11,58.19,300.36,110.23,101.05,272.95,2538.38,139.5,34.99,136.125,51.01,515.73,168.79,369.91,588.07,338.8,72.6,66.97,288.41,233.89,80.71,366.41,494.9,223.24,194.76,81.11,475.46,118.87,158.21,165.39,894.72,30.67,263.45,291.54,115.24,149.01,185.88,174.185,202.0,236.1,173.16,145.98
2022-01-26 00:00:00-05:00,159.75,329.98,501.21,159.81,197.52,233.28,135.67,110.71,2777.45,76.28,78.7684,557.13,141.51,211.0,161.04,55.33,81.83,128.16,130.09,57.72,294.61,108.99,99.97,271.14,2586.14,140.48,35.23,134.11,51.69,507.17,168.5,381.15,597.33,344.3,74.39,67.67,296.94,227.36,82.0,359.16,484.81,227.72,197.05,79.58,476.24,113.58,156.98,167.0,869.36,28.61,253.02,288.41,110.99,140.55,179.16,178.38,205.87,225.24,175.6,140.18
2022-01-27 00:00:00-05:00,159.2,333.17,493.05,154.59,196.23,228.58,130.1,102.57,2794.04,75.03,78.89,541.9,138.88,212.72,159.96,54.59,81.79,128.13,131.13,56.69,294.61,109.23,100.28,269.71,2579.4,141.03,35.21,132.51,48.06,517.22,161.12,361.01,555.27,350.54,71.04,64.89,299.79,223.21,78.71,386.36,528.69,219.3,187.94,79.8,485.21,111.6,158.1,161.15,815.52,28.31,244.72,285.1,105.61,137.26,176.75,174.77,205.86,225.89,173.41,136.73
